h3_index,lat,lon,hazard_probability_pct,hazard_probability_p10,hazard_probability_p90,confidence_overall,n_valid,n_total,depth_bin_m,depth_p10_m,depth_p90_m,depth_mean_m,is_perm_water,qa_flag,qa_reason,coverage_flag
884893763bfffff,29.534936,-96.272524,0.75,0.75,0.75,0.2,1,5,,,,,False,False,cloud,cloud
8848917013fffff,29.069617,-97.326312,0.72,0.72,0.72,0.1429,1,7,>2.0m,0.454,6.972,2.783,False,False,cloud,cloud
884891c90dfffff,28.508456,-96.981781,0.6633,0.58,0.732,0.5,3,6,0.1-0.3m,0.075,0.428,0.286,False,True,,good
8848930451fffff,29.33698,-96.458761,0.54,0.435,0.655,0.75,6,8,0.6-1.0m,0.209,1.425,0.754,False,True,,good
88489e5483fffff,29.983742,-97.040494,0.665,0.597,0.733,0.4,2,5,>2.0m,1.078,8.301,5.487,False,True,,good
88489a4833fffff,31.207401,-96.461023,0.54,0.54,0.54,0.25,1,4,1.0-2.0m,0.431,4.154,1.99,False,True,,good
8848903881fffff,28.419554,-96.631262,0.6767,0.532,0.828,0.4286,3,7,0.1-0.3m,0.081,0.292,0.195,False,True,,good
8848954d8dfffff,27.906285,-97.1229,0.85,0.85,0.85,0.1429,1,7,,,,,False,False,cloud,cloud
88446db519fffff,30.316744,-96.723819,0.565,0.492,0.63,1.0,4,4,1.0-2.0m,0.705,1.534,1.123,False,True,,good
884891c903fffff,28.523574,-96.992665,0.56,0.56,0.56,0.1429,1,7,,,,,False,False,cloud,cloud
884890b66dfffff,27.94444,-97.140072,0.75,0.75,0.75,0.1429,1,7,,,,,False,False,cloud,cloud
884891d819fffff,28.356709,-97.108592,0.7775,0.599,0.902,1.0,4,4,0.1-0.3m,0.039,0.53,0.288,False,True,,good
88489324a5fffff,29.777614,-96.704403,0.96,0.96,0.96,0.1667,1,6,>2.0m,0.253,7.848,3.489,False,False,cloud,cloud
88489e4259fffff,29.91127,-96.88408,0.54,0.54,0.54,0.1667,1,6,,,,,False,False,cloud,cloud
8848902657fffff,28.517745,-96.937156,0.645,0.616,0.674,0.5714,4,7,,,,,False,True,,good
8848954001fffff,27.6943,-97.185651,0.52,0.52,0.52,0.2,1,5,0.1-0.3m,0.041,0.553,0.222,False,False,cloud,cloud
88489151ddfffff,28.716334,-97.018617,0.6167,0.59,0.638,0.4286,3,7,0.1-0.3m,0.051,0.56,0.272,False,True,,good
8848954e35fffff,27.826568,-97.178278,0.79,0.79,0.79,0.1667,1,6,,,,,False,False,cloud,cloud
8848937631fffff,29.5352,-96.262462,0.66,0.614,0.702,0.6,3,5,,,,,False,True,,good
884893b01dfffff,29.071094,-96.822129,0.71,0.71,0.71,0.1667,1,6,>2.0m,0.315,3.633,2.422,False,False,cloud,cloud
8844691415fffff,31.467934,-96.090898,0.665,0.653,0.677,0.5714,4,7,>2.0m,0.262,8.983,3.611,False,True,,good
88489e5a5dfffff,29.807847,-96.726306,0.625,0.605,0.645,0.5,2,4,>2.0m,7.62,8.364,8.056,False,True,,good
88446d94bbfffff,30.013368,-96.544954,0.645,0.633,0.657,0.5,2,4,1.0-2.0m,0.699,2.46,1.69,False,True,,good
8848933b63fffff,29.447929,-96.353716,0.91,0.784,1.0,1.0,8,8,,,,,False,True,,good
8848916239fffff,29.170969,-97.307078,0.6533,0.558,0.742,0.6,3,5,0.6-1.0m,0.223,1.815,0.899,False,True,,good
8848915199fffff,28.739351,-97.024949,0.54,0.524,0.556,0.2857,2,7,,,,,False,True,,good
8848933145fffff,29.428334,-96.503852,0.68,0.65,0.706,0.5,3,6,0.3-0.6m,0.168,0.968,0.557,False,True,,good
8848916e3bfffff,29.341969,-97.286889,0.69,0.586,0.794,0.5,2,4,>2.0m,0.693,5.421,3.301,False,True,,good
884890a839fffff,28.158593,-96.792211,0.585,0.562,0.6,0.6667,4,6,0.1-0.3m,0.04,0.452,0.249,False,True,,good
88489028c3fffff,28.567153,-96.614077,0.535,0.523,0.547,0.2857,2,7,,,,,False,True,,good
88489e5435fffff,29.946912,-96.982517,0.7475,0.675,0.83,0.5714,4,7,>2.0m,0.827,4.265,2.606,False,True,,good
8848956991fffff,28.195631,-97.269724,0.58,0.564,0.596,0.5,2,4,,,,,False,True,,good
8848931541fffff,29.161233,-96.394312,0.43,0.408,0.448,0.4286,3,7,0.0-0.1m,0.016,0.073,0.046,False,True,,good
8848902609fffff,28.510528,-96.921707,0.7717,0.69,0.85,0.8571,6,7,,,,,False,True,,good
88489e6b41fffff,30.335457,-96.882578,0.57,0.57,0.57,0.1667,1,6,,,,,False,False,cloud,cloud
884895405bfffff,27.685197,-97.220054,0.5,0.5,0.5,0.25,1,4,,,,,False,True,,good
8848932b1dfffff,29.625214,-96.35779,0.695,0.611,0.779,0.3333,2,6,0.1-0.3m,0.067,0.311,0.215,False,True,,good
884893aa93fffff,29.306646,-96.704024,0.62,0.62,0.62,0.1667,1,6,,,,,False,False,cloud,cloud
884890a9c3fffff,28.18265,-96.768534,0.8,0.8,0.8,0.1667,1,6,0.0-0.1m,0.05,0.107,0.084,False,False,cloud,cloud
88489e5565fffff,29.910969,-96.894208,0.55,0.55,0.55,0.1667,1,6,>2.0m,2.087,15.762,12.823,False,False,cloud,cloud
884890b213fffff,27.885849,-97.046822,0.95,0.95,0.95,0.2,1,5,,,,,False,False,cloud,cloud
8848954c5dfffff,27.842059,-97.179168,0.72,0.72,0.72,0.25,1,4,,,,,False,True,,good
8848956b1bfffff,28.086847,-97.273384,0.64,0.64,0.64,0.25,1,4,1.0-2.0m,0.567,2.238,1.187,False,True,,good
884895736bfffff,27.832305,-97.428527,0.71,0.71,0.71,0.2,1,5,,,,,False,False,cloud,cloud
88489035bdfffff,28.481312,-96.869951,0.515,0.495,0.535,0.4,2,5,,,,,False,True,,good
88489026a7fffff,28.587837,-96.926016,0.5525,0.516,0.591,0.8,4,5,,,,,False,True,,good
8848932a25fffff,29.624676,-96.37794,0.53,0.53,0.53,0.1667,1,6,,,,,False,False,cloud,cloud
8848914229fffff,28.786068,-97.017541,0.52,0.436,0.612,0.75,3,4,>2.0m,0.297,3.571,2.114,False,True,,good
8848914235fffff,28.809083,-97.023876,0.54,0.54,0.54,0.25,1,4,0.0-0.1m,0.085,0.085,0.085,False,True,,good
88489e6b4dfffff,30.327907,-96.877061,0.536,0.446,0.642,0.7143,5,7,,,,,False,True,,good
884891cdadfffff,28.673307,-97.14184,0.69,0.69,0.69,0.25,1,4,0.3-0.6m,0.076,0.573,0.32,False,True,,good
88489035b1fffff,28.488873,-96.875382,0.61,0.61,0.61,0.25,1,4,0.1-0.3m,0.035,0.442,0.238,False,True,,good
8848932593fffff,29.79331,-96.695137,0.65,0.586,0.714,0.3333,2,6,,,,,False,True,,good
88489e429dfffff,29.987704,-96.908685,0.6125,0.548,0.679,0.8,4,5,>2.0m,1.147,5.057,3.652,False,True,,good
88489306bdfffff,29.359107,-96.495173,0.728,0.562,0.882,0.8333,5,6,,,,,False,True,,good
88489305ddfffff,29.384353,-96.420942,0.585,0.573,0.597,0.2857,2,7,,,,,False,True,,good
884893763dfffff,29.527631,-96.257042,0.6433,0.564,0.716,0.5,3,6,0.6-1.0m,0.3,1.754,0.914,False,True,,good
8848917015fffff,29.062424,-97.310735,0.7275,0.703,0.762,1.0,4,4,>2.0m,0.242,6.298,2.049,False,True,,good
88489151e9fffff,28.709805,-96.983069,0.782,0.73,0.81,0.8333,5,6,1.0-2.0m,0.772,3.303,1.996,False,True,,good
884895400dfffff,27.686745,-97.180228,0.59,0.538,0.65,0.5,3,6,,,,,False,True,,good
88446db51bfffff,30.324297,-96.72932,0.53,0.45,0.61,0.2857,2,7,0.3-0.6m,0.082,0.722,0.369,False,True,,good
88489324a7fffff,29.785172,-96.709878,0.9325,0.883,0.988,0.8,4,5,0.3-0.6m,0.156,0.933,0.571,False,True,,good
8848931591fffff,29.252326,-96.449316,0.59,0.59,0.59,0.1429,1,7,,,,,False,False,cloud,cloud
88489e425bfffff,29.918824,-96.889578,0.6425,0.593,0.718,0.8,4,5,>2.0m,0.356,7.341,3.519,False,True,,good
8848902659fffff,28.501937,-96.946303,0.64,0.561,0.723,1.0,4,4,,,,,False,True,,good
884891c9adfffff,28.569967,-96.995279,0.67,0.586,0.766,0.6667,4,6,0.1-0.3m,0.053,0.262,0.141,False,True,,good
8848931407fffff,29.190357,-96.456149,0.6675,0.613,0.736,0.6667,4,6,1.0-2.0m,0.227,2.016,1.197,False,True,,good
8848916013fffff,29.23313,-97.300661,0.625,0.597,0.653,0.5,2,4,>2.0m,0.727,6.002,3.564,False,True,,good
8848954e37fffff,27.834123,-97.183707,0.6867,0.6,0.76,0.5,3,6,,,,,False,True,,good
884891405dfffff,28.824539,-97.024753,0.4667,0.454,0.478,0.4286,3,7,>2.0m,0.109,4.805,2.073,False,True,,good
88489e5523fffff,29.941485,-96.906075,0.6167,0.576,0.648,0.75,3,4,>2.0m,0.821,8.801,4.76,False,True,,good
884891623bfffff,29.178519,-97.312581,0.665,0.592,0.77,0.5714,4,7,0.6-1.0m,0.147,1.416,0.806,False,True,,good
8848933b21fffff,29.463609,-96.344447,0.71,0.57,0.834,0.6667,4,6,,,,,False,True,,good
8848916ecdfffff,29.340924,-97.317192,0.815,0.811,0.819,0.3333,2,6,,,,,False,True,,good
88489160b1fffff,29.28703,-97.308922,0.63,0.63,0.63,0.1667,1,6,>2.0m,0.788,4.846,2.524,False,False,cloud,cloud
8848954ed5fffff,27.847315,-97.244423,0.56,0.56,0.56,0.1667,1,6,,,,,False,False,cloud,cloud
8848933147fffff,29.435899,-96.50929,0.598,0.532,0.666,0.8333,5,6,>2.0m,0.153,3.655,2.844,False,True,,good
884893380dfffff,29.500623,-96.401779,0.84,0.84,0.84,0.1667,1,6,>2.0m,0.17,6.94,3.279,False,False,cloud,cloud
8848932b11fffff,29.63278,-96.363224,0.7225,0.662,0.781,1.0,4,4,0.3-0.6m,0.109,0.925,0.441,False,True,,good
8848955287fffff,27.535403,-97.276213,0.77,0.77,0.77,0.2,1,5,0.1-0.3m,0.178,0.38,0.285,False,False,cloud,cloud
884890b621fffff,27.975414,-97.141845,0.57,0.57,0.57,0.25,1,4,,,,,False,True,,good
884890260bfffff,28.518088,-96.927144,0.7,0.664,0.746,0.7143,5,7,,,,,False,True,,good
8848933a35fffff,29.47682,-96.425744,0.6567,0.554,0.762,0.5,3,6,0.0-0.1m,0.009,0.054,0.027,False,True,,good
8848956855fffff,28.11706,-97.295189,0.8,0.8,0.8,0.1667,1,6,0.6-1.0m,0.263,1.163,0.778,False,False,cloud,cloud
8848930541fffff,29.324094,-96.367491,0.59,0.566,0.614,0.2857,2,7,,,,,False,True,,good
88489375a1fffff,29.629911,-96.176538,0.64,0.576,0.68,0.5714,4,7,0.6-1.0m,0.16,1.327,0.825,False,True,,good
8848914237fffff,28.81664,-97.029335,0.585,0.549,0.621,0.2857,2,7,,,,,False,True,,good
88489e4d63fffff,30.139928,-96.709019,0.51,0.51,0.51,0.1429,1,7,,,,,False,False,cloud,cloud
8844691467fffff,31.445653,-96.053986,0.42,0.42,0.42,0.1667,1,6,>2.0m,1.402,3.589,2.54,False,False,cloud,cloud
88446dadb9fffff,30.598742,-96.53563,0.48,0.48,0.48,0.1429,1,7,,,,,False,False,cloud,cloud
88489028d1fffff,28.574399,-96.629487,0.65,0.57,0.73,0.4,2,5,,,,,False,True,,good
8848954d3dfffff,27.876806,-97.081264,0.835,0.823,0.847,0.3333,2,6,,,,,False,True,,good
88489a7351fffff,31.265452,-96.920224,0.6967,0.64,0.744,0.4286,3,7,>2.0m,0.296,3.889,2.15,False,True,,good
8848932595fffff,29.786039,-96.679557,0.84,0.84,0.84,0.1667,1,6,>2.0m,0.392,7.973,3.681,False,False,cloud,cloud
884890a6bdfffff,28.199371,-97.169724,0.675,0.607,0.743,0.3333,2,6,,,,,False,True,,good
8848917017fffff,29.069975,-97.316233,0.622,0.532,0.71,0.7143,5,7,>2.0m,1.085,6.766,3.389,False,True,,good
884895558dfffff,27.681278,-97.319653,0.7,0.7,0.7,0.1429,1,7,,,,,False,False,cloud,cloud
884890b449fffff,27.9909,-97.142732,0.53,0.53,0.53,0.1667,1,6,0.3-0.6m,0.025,0.963,0.384,False,False,cloud,cloud
88489151ebfffff,28.717364,-96.98852,0.7525,0.73,0.785,0.6667,4,6,1.0-2.0m,1.659,2.056,1.938,False,True,,good
884891d161fffff,28.27714,-97.164183,0.93,0.93,0.93,0.1429,1,7,0.1-0.3m,0.014,0.265,0.122,False,False,cloud,cloud
8848930455fffff,29.337264,-96.448706,0.62,0.62,0.62,0.1429,1,7,,,,,False,False,cloud,cloud
8848916e8dfffff,29.364269,-97.313522,0.785,0.717,0.853,0.3333,2,6,>2.0m,0.322,3.657,2.218,False,True,,good
8848915061fffff,28.662395,-97.01054,0.6,0.576,0.624,0.3333,2,6,0.3-0.6m,0.14,0.754,0.442,False,True,,good
8848933989fffff,29.555227,-96.379397,0.685,0.593,0.777,0.5,2,4,1.0-2.0m,0.343,1.914,1.328,False,True,,good
884891518dfffff,28.724922,-96.993972,0.685,0.617,0.753,0.5,2,4,1.0-2.0m,0.128,2.056,1.428,False,True,,good
8848954ec7fffff,27.840146,-97.229017,0.79,0.79,0.79,0.1667,1,6,,,,,False,False,cloud,cloud
8848903885fffff,28.419878,-96.621275,0.63,0.63,0.63,0.1429,1,7,0.1-0.3m,0.029,0.193,0.112,False,False,cloud,cloud
88489e58c7fffff,29.916254,-96.711981,0.63,0.63,0.63,0.1429,1,7,,,,,False,False,cloud,cloud
884890265bfffff,28.509496,-96.951742,0.656,0.624,0.69,0.7143,5,7,,,,,False,True,,good
8848915317fffff,28.646933,-97.009666,0.73,0.706,0.754,0.5,2,4,0.1-0.3m,0.063,0.519,0.256,False,True,,good
884890a2bdfffff,28.096139,-97.023696,0.71,0.71,0.71,0.1667,1,6,,,,,False,False,cloud,cloud
88446db421fffff,30.316191,-96.744128,0.61,0.57,0.65,0.75,3,4,0.1-0.3m,0.066,0.205,0.141,False,True,,good
88446db431fffff,30.331019,-96.765293,0.54,0.54,0.54,0.1429,1,7,0.1-0.3m,0.021,0.288,0.14,False,False,cloud,cloud
884891623dfffff,29.171322,-97.296992,0.756,0.738,0.778,1.0,5,5,>2.0m,0.223,9.857,4.29,False,True,,good
8848933b23fffff,29.471176,-96.349872,0.85,0.85,0.85,0.25,1,4,,,,,False,True,,good
88489030c3fffff,28.343846,-96.812313,0.69,0.69,0.69,0.1667,1,6,0.1-0.3m,0.037,0.163,0.112,False,False,cloud,cloud
8848930591fffff,29.415177,-96.422542,0.6,0.563,0.637,0.6667,4,6,1.0-2.0m,0.788,1.446,1.085,False,True,,good
884893941dfffff,28.804198,-96.70198,0.56,0.56,0.56,0.1429,1,7,,,,,False,False,cloud,cloud
88489160b3fffff,29.29458,-97.314431,0.808,0.704,0.91,1.0,5,5,>2.0m,1.085,12.149,6.285,False,True,,good
884891519dfffff,28.739694,-97.014914,0.75,0.683,0.821,0.5714,4,7,0.3-0.6m,0.126,1.159,0.594,False,True,,good
8848930407fffff,29.353244,-96.429398,0.5767,0.528,0.616,0.4286,3,7,0.1-0.3m,0.083,0.404,0.241,False,True,,good
88489e55c3fffff,29.962627,-96.97326,0.94,0.94,0.94,0.25,1,4,>2.0m,1.321,8.475,6.115,False,True,,good
88489a48c5fffff,31.206711,-96.491679,0.8,0.8,0.8,0.2,1,5,,,,,False,False,cloud,cloud
884890260dfffff,28.510871,-96.911697,0.7329,0.686,0.776,1.0,7,7,,,,,False,True,,good
88489331e7fffff,29.497267,-96.522613,0.625,0.621,0.629,0.3333,2,6,0.0-0.1m,0.015,0.179,0.075,False,True,,good
88489304e3fffff,29.391075,-96.456549,0.57,0.57,0.57,0.2,1,5,,,,,False,False,cloud,cloud
8848903085fffff,28.359987,-96.793175,0.78,0.78,0.78,0.1667,1,6,,,,,False,False,cloud,cloud
88489396e3fffff,28.787472,-96.74124,0.47,0.44,0.496,0.5,3,6,0.1-0.3m,0.056,0.331,0.21,False,True,,good
88489e6929fffff,30.414089,-96.825907,0.54,0.54,0.54,0.1667,1,6,1.0-2.0m,0.525,1.487,1.066,False,False,cloud,cloud
88489acd39fffff,30.915873,-96.767251,0.5,0.444,0.556,0.5,2,4,>2.0m,0.719,13.748,6.724,False,True,,good
884890264bfffff,28.494722,-96.930856,0.69,0.658,0.722,0.6,3,5,,,,,False,True,,good
8848930d93fffff,29.481426,-96.254707,0.555,0.535,0.575,0.4,2,5,0.1-0.3m,0.027,0.314,0.14,False,True,,good
88489375a3fffff,29.63748,-96.181955,0.6367,0.602,0.682,0.4286,3,7,0.3-0.6m,0.074,0.912,0.488,False,True,,good
8848954e89fffff,27.8477,-97.234451,0.61,0.61,0.61,0.1667,1,6,,,,,False,False,cloud,cloud
8848914239fffff,28.80084,-97.038499,0.5425,0.503,0.6,0.5714,4,7,0.3-0.6m,0.055,1.417,0.504,False,True,,good
8848956b2bfffff,28.08081,-97.227969,0.9,0.9,0.9,0.1667,1,6,,,,,False,False,cloud,cloud
8848930ebdfffff,29.41793,-96.321967,0.84,0.795,0.9,1.0,6,6,0.1-0.3m,0.076,0.496,0.284,False,True,,good
884891c025fffff,28.462125,-97.194946,0.55,0.484,0.604,0.5,3,6,0.1-0.3m,0.035,0.287,0.158,False,True,,good
8848954227fffff,27.655367,-97.188402,0.51,0.51,0.51,0.25,1,4,0.6-1.0m,0.589,1.016,0.897,False,True,,good
88489569a1fffff,28.189582,-97.224268,0.8529,0.754,0.942,1.0,7,7,0.6-1.0m,0.262,1.12,0.731,False,True,,good
88446dadbbfffff,30.606297,-96.541126,0.6,0.56,0.64,0.5,2,4,,,,,False,True,,good
884891db3dfffff,28.312803,-97.035924,0.57,0.57,0.57,0.1667,1,6,0.0-0.1m,0.059,0.059,0.059,False,False,cloud,cloud
8848932597fffff,29.793598,-96.685029,0.5567,0.542,0.574,0.5,3,6,>2.0m,1.073,5.771,2.668,False,True,,good
88489550b1fffff,27.606537,-97.245436,0.69,0.69,0.69,0.1429,1,7,0.3-0.6m,0.199,0.575,0.393,False,False,cloud,cloud
8848930e31fffff,29.372519,-96.289459,0.73,0.686,0.766,0.5,3,6,1.0-2.0m,0.361,3.688,1.291,False,True,,good
8848937641fffff,29.48873,-96.270182,0.625,0.573,0.677,0.2857,2,7,0.0-0.1m,0.026,0.114,0.086,False,True,,good
88489151edfffff,28.710147,-96.973039,0.54,0.54,0.54,0.3333,2,6,>2.0m,0.234,4.196,2.323,False,True,,good
884891d163fffff,28.284695,-97.169632,0.77,0.77,0.77,0.1429,1,7,0.0-0.1m,0.014,0.049,0.033,False,False,cloud,cloud
88489a5a63fffff,30.953086,-96.503638,0.5767,0.46,0.692,0.5,3,6,1.0-2.0m,0.359,3.196,1.549,False,True,,good
884890a8d5fffff,28.187805,-96.843786,0.84,0.84,0.84,0.1667,1,6,,,,,False,False,cloud,cloud
8848930457fffff,29.34483,-96.454136,0.505,0.501,0.509,0.5,2,4,,,,,False,True,,good
884890b2c1fffff,27.893036,-97.062208,0.865,0.853,0.877,0.2857,2,7,0.0-0.1m,0.013,0.013,0.013,False,True,,good
8848915063fffff,28.669953,-97.015991,0.58,0.564,0.596,0.3333,2,6,0.1-0.3m,0.047,0.305,0.177,False,True,,good
8844698c2dfffff,31.292047,-96.076969,0.53,0.53,0.53,0.1667,1,6,,,,,False,False,cloud,cloud
8848954c01fffff,27.85831,-97.160121,0.7,0.604,0.796,0.3333,2,6,,,,,False,True,,good
8848903887fffff,28.427443,-96.626679,0.53,0.53,0.53,0.2,1,5,0.1-0.3m,0.054,0.43,0.227,False,False,cloud,cloud
88446db697fffff,30.32848,-96.856735,0.675,0.647,0.703,0.2857,2,7,0.3-0.6m,0.392,0.821,0.587,False,True,,good
88489e59c5fffff,29.910681,-96.635686,0.54,0.54,0.54,0.1667,1,6,,,,,False,False,cloud,cloud
88489324abfffff,29.777032,-96.724618,0.94,0.94,0.94,0.1667,1,6,0.0-0.1m,0.05,0.068,0.059,False,False,cloud,cloud
8848931595fffff,29.252611,-96.439268,0.552,0.502,0.604,0.7143,5,7,1.0-2.0m,0.289,1.98,1.275,False,True,,good
884890265dfffff,28.502281,-96.936292,0.655,0.651,0.659,0.5,2,4,,,,,False,True,,good
884891d8c7fffff,28.387296,-97.120373,0.4267,0.394,0.45,0.5,3,6,,,,,False,True,,good
8848902423fffff,28.58987,-96.86592,0.615,0.603,0.627,0.5,2,4,>2.0m,1.664,12.13,6.908,False,True,,good
884891c901fffff,28.516015,-96.987223,0.6725,0.61,0.725,1.0,4,4,,,,,False,True,,good
884891d817fffff,28.372544,-97.099468,0.5,0.436,0.564,0.2857,2,7,0.3-0.6m,0.379,0.742,0.526,False,True,,good
8848933187fffff,29.51211,-96.543577,0.5767,0.526,0.638,0.4286,3,7,1.0-2.0m,0.349,2.138,1.307,False,True,,good
88489e5527fffff,29.941785,-96.895944,0.5767,0.546,0.61,0.75,3,4,>2.0m,1.871,12.614,7.597,False,True,,good
8848917007fffff,29.05523,-97.295162,0.726,0.496,0.912,0.8333,5,6,>2.0m,0.557,5.405,3.308,False,True,,good
88489a6265fffff,31.419331,-96.908526,0.89,0.89,0.89,0.25,1,4,>2.0m,0.978,5.138,3.174,False,True,,good
8848930593fffff,29.422743,-96.427973,0.722,0.672,0.756,0.8333,5,6,0.3-0.6m,0.291,0.809,0.516,False,True,,good
8848933b61fffff,29.440362,-96.348291,0.8914,0.678,1.0,1.0,7,7,0.0-0.1m,0.032,0.032,0.032,False,True,,good
88446dae0bfffff,30.473746,-96.610324,0.77,0.77,0.77,0.1429,1,7,>2.0m,0.982,4.869,2.937,False,False,cloud,cloud
88489a5701fffff,31.007985,-96.772402,0.4867,0.452,0.516,0.5,3,6,0.6-1.0m,0.066,2.222,0.794,False,True,,good
8848932585fffff,29.771208,-96.658511,0.505,0.501,0.509,0.2857,2,7,0.6-1.0m,0.237,1.57,0.861,False,True,,good
884891db2bfffff,28.305245,-97.030487,0.7567,0.688,0.824,0.5,3,6,0.1-0.3m,0.079,0.193,0.152,False,True,,good
88489541ebfffff,27.734759,-97.143064,0.575,0.507,0.643,0.2857,2,7,0.1-0.3m,0.056,0.437,0.239,False,True,,good
88489144b1fffff,29.020286,-97.187137,0.665,0.592,0.746,0.5714,4,7,1.0-2.0m,0.089,4.426,1.539,False,True,,good
8848930e81fffff,29.40225,-96.331234,0.6467,0.575,0.74,1.0,6,6,1.0-2.0m,0.879,1.815,1.306,False,True,,good
8848954313fffff,27.663695,-97.173916,0.485,0.457,0.513,0.2857,2,7,,,,,False,True,,good
8848933a39fffff,29.468697,-96.440442,0.6475,0.63,0.671,0.6667,4,6,,,,,False,True,,good
88489028c1fffff,28.559587,-96.608668,0.63,0.63,0.63,0.25,1,4,0.3-0.6m,0.223,0.702,0.421,False,True,,good
88489eaa21fffff,29.963712,-97.64993,0.57,0.57,0.57,0.1429,1,7,>2.0m,0.647,3.741,2.16,False,False,cloud,cloud
88489331e9fffff,29.48157,-96.53187,0.6867,0.622,0.742,0.5,3,6,0.1-0.3m,0.021,0.205,0.101,False,True,,good
884891c963fffff,28.508804,-96.971767,0.6967,0.664,0.72,0.5,3,6,,,,,False,True,,good
88489a4889fffff,31.221808,-96.502722,0.77,0.77,0.77,0.1429,1,7,,,,,False,False,cloud,cloud
88489ac889fffff,30.839878,-96.732361,0.765,0.761,0.769,0.2857,2,7,>2.0m,0.752,8.49,4.773,False,True,,good
884890b6c3fffff,28.003752,-97.213492,0.525,0.513,0.537,0.4,2,5,0.1-0.3m,0.077,0.183,0.125,False,True,,good
88489e692bfffff,30.42164,-96.831423,0.66,0.587,0.725,1.0,4,4,0.3-0.6m,0.106,1.21,0.489,False,True,,good
884893acc1fffff,29.419746,-96.795981,0.86,0.822,0.91,0.5,3,6,1.0-2.0m,0.3,3.473,1.728,False,True,,good
8848915b2bfffff,28.692495,-96.806337,0.81,0.738,0.882,0.2857,2,7,0.1-0.3m,0.017,0.235,0.108,False,True,,good
88489026adfffff,28.572376,-96.925154,0.53,0.53,0.53,0.1667,1,6,,,,,False,False,cloud,cloud
884893145bfffff,29.173773,-96.495517,0.505,0.4,0.595,1.0,6,6,0.1-0.3m,0.026,0.408,0.219,False,True,,good
8848915151fffff,28.670986,-96.985906,0.675,0.623,0.735,0.6667,4,6,1.0-2.0m,0.111,2.381,1.273,False,True,,good
884891423bfffff,28.808397,-97.043959,0.6267,0.566,0.702,0.75,3,4,1.0-2.0m,0.618,1.278,1.216,False,True,,good
8848956b2dfffff,28.073633,-97.212535,0.825,0.797,0.853,0.5,2,4,,,,,False,True,,good
88489569a3fffff,28.197136,-97.229718,0.89,0.865,0.905,1.0,6,6,0.1-0.3m,0.034,0.633,0.268,False,True,,good
8848916053fffff,29.209777,-97.304329,0.64,0.632,0.648,0.5,2,4,,,,,False,True,,good
8848931447fffff,29.167079,-96.459965,0.4,0.4,0.4,0.25,1,4,0.3-0.6m,0.028,1.321,0.501,False,True,,good
884893235dfffff,29.543218,-96.535134,0.58,0.58,0.58,0.1667,1,6,,,,,False,False,cloud,cloud
8848932599fffff,29.777903,-96.694297,0.7833,0.69,0.866,0.5,3,6,>2.0m,0.223,7.709,3.003,False,True,,good
88489550b3fffff,27.61409,-97.250862,0.87,0.87,0.87,0.1429,1,7,,,,,False,False,cloud,cloud
884890a6c1fffff,28.160109,-97.182486,0.7467,0.618,0.85,0.5,3,6,0.0-0.1m,0.005,0.005,0.005,False,True,,good
8848930e33fffff,29.380087,-96.294875,0.68,0.594,0.746,0.6,3,5,0.3-0.6m,0.121,0.861,0.406,False,True,,good
8848937643fffff,29.496299,-96.275602,0.67,0.67,0.67,0.25,1,4,,,,,False,True,,good
884891c327fffff,28.416794,-97.162205,0.48,0.424,0.536,0.3333,2,6,,,,,False,True,,good
88489339ebfffff,29.547932,-96.363896,0.68,0.58,0.765,1.0,6,6,0.0-0.1m,0.009,0.009,0.009,False,True,,good
88489374b9fffff,29.635162,-96.272567,0.775,0.677,0.865,0.6667,4,6,0.6-1.0m,0.166,1.316,0.65,False,True,,good
8848915065fffff,28.66274,-97.000512,0.64,0.64,0.64,0.1667,1,6,0.6-1.0m,0.609,1.137,0.842,False,False,cloud,cloud
8848933861fffff,29.493331,-96.386282,0.72,0.712,0.728,0.5,2,4,1.0-2.0m,1.064,1.677,1.53,False,True,,good
88489e6917fffff,30.436176,-96.862801,0.59,0.55,0.63,0.2857,2,7,,,,,False,True,,good
884895423bfffff,27.661758,-97.223689,0.77,0.77,0.77,0.2,1,5,,,,,False,False,cloud,cloud
88489e59c7fffff,29.91824,-96.64116,0.615,0.59,0.656,0.6667,4,6,1.0-2.0m,0.287,2.566,1.349,False,True,,good
8848930ed1fffff,29.393861,-96.355975,0.54,0.524,0.556,0.4,2,5,0.6-1.0m,0.003,1.765,0.638,False,True,,good
88446d345bfffff,30.682343,-96.575784,0.71,0.71,0.71,0.1667,1,6,0.0-0.1m,0.008,0.047,0.029,False,False,cloud,cloud
8848916019fffff,29.217679,-97.299743,0.7,0.7,0.7,0.25,1,4,1.0-2.0m,0.993,1.716,1.446,False,True,,good
88489e79b7fffff,30.334881,-96.902908,0.54,0.502,0.59,0.5,3,6,0.6-1.0m,0.149,1.177,0.721,False,True,,good
8848954cb3fffff,27.942176,-97.19993,0.575,0.571,0.579,0.4,2,5,0.1-0.3m,0.051,0.413,0.224,False,True,,good
884891cd65fffff,28.60495,-97.102727,0.6933,0.664,0.728,0.4286,3,7,0.6-1.0m,0.117,1.013,0.608,False,True,,good
88446db435fffff,30.331297,-96.755136,0.6167,0.552,0.672,0.4286,3,7,0.3-0.6m,0.082,0.538,0.323,False,True,,good
