h3_index,lat,lon,hazard_probability_pct,hazard_probability_p10,hazard_probability_p90,confidence_overall,n_valid,n_total,depth_bin_m,depth_p10_m,depth_p90_m,depth_mean_m,is_perm_water,qa_flag,qa_reason,coverage_flag
8848932a27fffff,29.632242,-96.383376,0.68,0.636,0.716,0.75,3,4,,,,,False,True,,good
8848915141fffff,28.656211,-96.964984,0.5375,0.483,0.594,0.5714,4,7,>2.0m,0.107,8.618,3.228,False,True,,good
88489e5a09fffff,29.815985,-96.711561,0.405,0.345,0.465,0.2857,2,7,>2.0m,0.269,5.045,2.102,False,True,,good
88489e51b9fffff,29.890093,-96.816974,0.62,0.62,0.62,0.1429,1,7,0.6-1.0m,0.414,1.094,0.939,False,False,cloud,cloud
88489035b7fffff,28.496773,-96.870805,0.652,0.63,0.682,0.7143,5,7,0.3-0.6m,0.234,0.603,0.435,False,True,,good
884891d245fffff,28.210738,-97.280634,0.76,0.672,0.848,0.3333,2,6,0.0-0.1m,0.029,0.129,0.074,False,True,,good
884891605bfffff,29.201875,-97.308915,0.7325,0.679,0.804,0.5714,4,7,>2.0m,0.368,6.79,2.958,False,True,,good
88489035b3fffff,28.496433,-96.880813,0.59,0.513,0.655,0.5714,4,7,0.1-0.3m,0.058,0.486,0.295,False,True,,good
8848956b21fffff,28.081188,-97.217978,0.85,0.842,0.858,0.2857,2,7,,,,,False,True,,good
884890b219fffff,27.870364,-97.045949,0.85,0.85,0.85,0.1429,1,7,,,,,False,False,cloud,cloud
88489e556bfffff,29.910366,-96.914466,0.635,0.599,0.671,0.25,2,8,1.0-2.0m,0.927,1.578,1.41,False,True,,good
8848956997fffff,28.203562,-97.265176,0.73,0.65,0.805,0.8571,6,7,0.1-0.3m,0.049,0.503,0.244,False,True,,good
884895705dfffff,27.883951,-97.496675,0.87,0.87,0.87,0.1667,1,6,0.0-0.1m,0.017,0.036,0.027,False,False,cloud,cloud
884893009bfffff,29.308958,-96.356652,0.7,0.62,0.768,1.0,4,4,0.1-0.3m,0.057,0.365,0.223,False,True,,good
884893258dfffff,29.763361,-96.663145,0.56,0.56,0.56,0.25,1,4,>2.0m,0.281,10.516,4.546,False,True,,good
884890b5cbfffff,28.053956,-97.116331,0.78,0.78,0.78,0.1667,1,6,0.1-0.3m,0.022,0.3,0.145,False,False,cloud,cloud
884890a6b5fffff,28.207296,-97.165171,0.72,0.72,0.72,0.1667,1,6,,,,,False,False,cloud,cloud
8848933b69fffff,29.432521,-96.352925,0.55,0.55,0.55,0.25,1,4,0.1-0.3m,0.008,0.317,0.164,False,True,,good
88489305d7fffff,29.399765,-96.421742,0.68,0.638,0.726,0.5,3,6,>2.0m,2.111,3.125,2.56,False,True,,good
88489151e3fffff,28.725264,-96.98394,0.5,0.5,0.5,0.25,1,4,1.0-2.0m,0.367,2.056,1.425,False,True,,good
884890242bfffff,28.581973,-96.8705,0.7217,0.6,0.8,0.8571,6,7,>2.0m,0.292,7.409,2.144,False,True,,good
8848916e85fffff,29.372166,-97.30893,0.698,0.6,0.834,0.8333,5,6,,,,,False,True,,good
8848903a07fffff,28.319252,-96.620938,1.0,1.0,1.0,0.1667,1,6,,,,,False,False,cloud,cloud
88446da649fffff,30.384443,-96.783526,0.636,0.466,0.762,0.8333,5,6,>2.0m,0.966,3.991,2.224,False,True,,good
8848954c09fffff,27.850375,-97.164661,0.73,0.73,0.73,0.1429,1,7,,,,,False,False,cloud,cloud
88446d2689fffff,30.843453,-96.589606,0.38,0.38,0.38,0.1667,1,6,1.0-2.0m,1.048,1.478,1.311,False,False,cloud,cloud
88489324a1fffff,29.777323,-96.71451,0.8567,0.828,0.884,0.5,3,6,>2.0m,0.631,7.736,5.066,False,True,,good
88489376d5fffff,29.556844,-96.318988,0.55,0.526,0.574,0.5,2,4,,,,,False,True,,good
8848902653fffff,28.5174,-96.947168,0.6433,0.626,0.658,0.4286,3,7,,,,,False,True,,good
8848931401fffff,29.182501,-96.460769,0.47,0.462,0.478,0.5,2,4,0.6-1.0m,0.074,1.937,0.867,False,True,,good
8848954e31fffff,27.826186,-97.188245,0.59,0.59,0.59,0.1429,1,7,,,,,False,False,cloud,cloud
8848914057fffff,28.839995,-97.025631,0.6,0.6,0.6,0.1429,1,7,>2.0m,1.449,10.273,5.695,False,False,cloud,cloud
88489e551dfffff,29.932723,-96.941102,0.595,0.519,0.671,0.3333,2,6,0.6-1.0m,0.22,1.666,0.998,False,True,,good
88489aaa17fffff,31.118006,-97.51244,0.6,0.584,0.616,0.3333,2,6,,,,,False,True,,good
88489030cbfffff,28.335944,-96.816886,0.79,0.782,0.798,0.4286,3,7,0.0-0.1m,0.025,0.146,0.081,False,True,,good
884891c953fffff,28.514968,-97.017269,0.81,0.778,0.842,0.5,2,4,0.3-0.6m,0.108,0.728,0.406,False,True,,good
88446db429fffff,30.308359,-96.748781,0.7,0.7,0.7,0.2857,2,7,0.0-0.1m,0.026,0.146,0.081,False,True,,good
8848916235fffff,29.179224,-97.292407,0.64,0.64,0.64,0.1667,1,6,1.0-2.0m,0.13,6.23,1.364,False,False,cloud,cloud
8848932b13fffff,29.640346,-96.368659,0.8057,0.772,0.83,1.0,7,7,0.1-0.3m,0.023,0.203,0.119,False,True,,good
8848933a29fffff,29.453844,-96.419511,0.7,0.66,0.74,0.75,3,4,,,,,False,True,,good
8848954051fffff,27.685585,-97.210097,0.84,0.84,0.84,0.4,2,5,,,,,False,True,,good
8848954f67fffff,27.798617,-97.096797,0.52,0.52,0.52,0.1429,1,7,0.0-0.1m,0.081,0.084,0.083,False,False,cloud,cloud
8848930589fffff,29.392478,-96.406255,0.74,0.694,0.798,0.75,3,4,>2.0m,1.602,2.561,2.052,False,True,,good
8848903515fffff,28.427704,-96.851963,0.735,0.667,0.787,1.0,4,4,0.6-1.0m,0.806,0.806,0.787,False,True,,good
8848915195fffff,28.747595,-97.010334,0.6075,0.571,0.63,1.0,4,4,0.6-1.0m,0.183,1.07,0.617,False,True,,good
884891d10bfffff,28.291513,-97.195093,0.65,0.65,0.65,0.2,1,5,,,,,False,False,cloud,cloud
8848930621fffff,29.298865,-96.441673,0.56,0.56,0.56,0.1667,1,6,,,,,False,False,cloud,cloud
8848902aa3fffff,28.543818,-96.617846,0.5,0.5,0.5,0.1429,1,7,0.3-0.6m,0.281,0.565,0.436,False,False,cloud,cloud
88489e4d6bfffff,30.132092,-96.713666,0.646,0.53,0.746,1.0,5,5,0.6-1.0m,0.13,1.737,0.877,False,True,,good
88489aa265fffff,31.021585,-97.640063,0.58,0.58,0.58,0.25,1,4,,,,,False,True,,good
88489144a1fffff,29.005526,-97.166105,0.75,0.686,0.814,0.4,2,5,1.0-2.0m,0.179,2.165,1.035,False,True,,good
884890b615fffff,27.981843,-97.177215,0.57,0.57,0.57,0.1429,1,7,0.1-0.3m,0.048,0.362,0.211,False,False,cloud,cloud
884895685dfffff,28.109125,-97.299733,0.8233,0.7,0.948,0.6,3,5,0.6-1.0m,0.241,1.153,0.792,False,True,,good
884893a54dfffff,29.302004,-96.855078,0.68,0.68,0.68,0.25,1,4,>2.0m,0.857,12.162,5.015,False,True,,good
88489144a7fffff,29.013427,-97.161521,0.67,0.67,0.67,0.1667,1,6,>2.0m,0.571,5.873,3.672,False,False,cloud,cloud
884893ac19fffff,29.397068,-96.779588,0.6,0.6,0.6,0.1429,1,7,,,,,False,False,cloud,cloud
8848930627fffff,29.306715,-96.437048,0.68,0.68,0.68,0.1667,1,6,0.0-0.1m,0.008,0.031,0.019,False,False,cloud,cloud
8848902605fffff,28.518773,-96.907121,0.8183,0.795,0.84,1.0,6,6,,,,,False,True,,good
88489020c3fffff,28.507362,-96.786187,0.64,0.592,0.688,0.2857,2,7,,,,,False,True,,good
88489026a3fffff,28.587495,-96.936034,0.58,0.58,0.58,0.2,1,5,,,,,False,False,cloud,cloud
8848933acdfffff,29.475422,-96.476079,0.695,0.6,0.792,1.0,8,8,,,,,False,True,,good
8848902a9dfffff,28.534969,-96.652427,0.63,0.614,0.646,0.3333,2,6,,,,,False,True,,good
8848931451fffff,29.174065,-96.485473,0.585,0.453,0.717,0.3333,2,6,0.3-0.6m,0.04,0.688,0.397,False,True,,good
8848914231fffff,28.80874,-97.033917,0.49,0.482,0.498,0.5,2,4,>2.0m,0.267,4.24,2.06,False,True,,good
8848933943fffff,29.494421,-96.346027,0.83,0.83,0.83,0.25,1,4,1.0-2.0m,0.285,1.672,1.026,False,True,,good
8848932a2dfffff,29.616841,-96.38258,0.61,0.538,0.682,0.4,2,5,0.1-0.3m,0.2,0.37,0.283,False,True,,good
884890b21bfffff,27.877921,-97.051368,0.67,0.67,0.67,0.25,1,4,0.1-0.3m,0.069,0.193,0.155,False,True,,good
884891cda9fffff,28.672952,-97.151876,0.52,0.5,0.548,0.5,3,6,,,,,False,True,,good
8848916285fffff,29.208718,-97.334601,0.685,0.593,0.777,0.3333,2,6,1.0-2.0m,0.148,4.777,1.858,False,True,,good
8848933b6bfffff,29.440088,-96.35835,0.62,0.532,0.708,0.3333,2,6,,,,,False,True,,good
88489305d9fffff,29.384072,-96.431,0.656,0.598,0.732,0.7143,5,7,1.0-2.0m,1.726,1.814,1.776,False,True,,good
8848937639fffff,29.527368,-96.267103,0.6625,0.606,0.729,0.6667,4,6,0.0-0.1m,0.003,0.004,0.004,False,True,,good
8848917011fffff,29.062067,-97.320813,0.67,0.646,0.694,0.5,2,4,1.0-2.0m,0.372,2.578,1.207,False,True,,good
8848930583fffff,29.407889,-96.407053,0.595,0.58,0.622,0.6667,4,6,0.6-1.0m,0.264,1.105,0.735,False,True,,good
8848954009fffff,27.686359,-97.190183,0.64,0.56,0.72,0.3333,2,6,0.1-0.3m,0.025,0.279,0.123,False,True,,good
88489339e1fffff,29.548202,-96.353828,0.52,0.488,0.552,0.3333,2,6,0.3-0.6m,0.138,0.696,0.447,False,True,,good
8848916e87fffff,29.379715,-97.314442,0.6975,0.588,0.833,0.8,4,5,0.1-0.3m,0.15,0.406,0.288,False,True,,good
8848933b15fffff,29.470357,-96.380057,0.895,0.883,0.907,0.5,2,4,,,,,False,True,,good
884890a219fffff,28.034221,-97.02021,0.65,0.65,0.65,0.25,1,4,,,,,False,True,,good
88489aa12bfffff,31.101369,-97.55254,0.69,0.69,0.69,0.25,1,4,>2.0m,1.316,9.718,5.039,False,True,,good
88489e42edfffff,29.958087,-96.866417,0.66,0.642,0.682,0.4286,3,7,>2.0m,0.757,6.24,3.214,False,True,,good
884893968dfffff,28.78715,-96.751264,0.55,0.542,0.558,0.3333,2,6,,,,,False,True,,good
88489aaf4dfffff,31.170052,-97.572305,0.81,0.81,0.81,0.1667,1,6,,,,,False,False,cloud,cloud
88489324a3fffff,29.784882,-96.719986,0.815,0.675,0.955,0.8,4,5,0.1-0.3m,0.059,0.471,0.276,False,True,,good
8848902655fffff,28.510185,-96.931718,0.6125,0.563,0.688,0.5714,4,7,,,,,False,True,,good
8848931403fffff,29.190068,-96.466192,0.6033,0.566,0.646,0.5,3,6,,,,,False,True,,good
88446db423fffff,30.323744,-96.749632,0.4833,0.45,0.53,0.5,3,6,0.3-0.6m,0.049,0.804,0.4,False,True,,good
884890b043fffff,27.903173,-96.997869,0.69,0.69,0.69,0.1429,1,7,,,,,False,False,cloud,cloud
88446db42bfffff,30.315913,-96.754284,0.675,0.663,0.687,0.5,2,4,0.3-0.6m,0.183,0.521,0.316,False,True,,good
8848933b1dfffff,29.462516,-96.384691,0.63,0.63,0.63,0.1667,1,6,,,,,False,False,cloud,cloud
88489a48c7fffff,31.21426,-96.4972,0.57,0.454,0.71,0.75,3,4,,,,,False,True,,good
884893284dfffff,29.640078,-96.378736,0.644,0.576,0.718,0.7143,5,7,,,,,False,True,,good
884893058bfffff,29.400044,-96.411683,0.6417,0.58,0.71,0.8571,6,7,1.0-2.0m,1.365,2.417,1.871,False,True,,good
8848914051fffff,28.832096,-97.030213,0.4967,0.452,0.556,0.75,3,4,1.0-2.0m,0.187,3.672,1.803,False,True,,good
8848915197fffff,28.755153,-97.015789,0.575,0.515,0.635,0.3333,2,6,0.6-1.0m,0.232,1.177,0.736,False,True,,good
88489020cbfffff,28.499467,-96.790766,0.62,0.568,0.672,1.0,4,4,0.3-0.6m,0.152,0.544,0.351,False,True,,good
88489541e3fffff,27.742696,-97.138527,0.6933,0.634,0.77,0.75,3,4,0.1-0.3m,0.065,0.485,0.226,False,True,,good
884890351dfffff,28.419802,-96.856537,0.755,0.751,0.759,0.2857,2,7,0.6-1.0m,0.806,0.806,0.806,False,True,,good
8848937689fffff,29.55711,-96.308922,0.59,0.566,0.614,0.5,2,4,,,,,False,True,,good
8848902607fffff,28.526333,-96.912557,0.7875,0.74,0.817,1.0,4,4,,,,,False,True,,good
884890b493fffff,28.097426,-97.198894,0.88,0.88,0.88,0.25,1,4,,,,,False,True,,good
8848932b1bfffff,29.632512,-96.3733,0.65,0.642,0.658,0.5,2,4,,,,,False,True,,good
88489331e1fffff,29.489419,-96.527242,0.662,0.578,0.748,0.8333,5,6,0.3-0.6m,0.023,0.421,0.424,False,True,,good
8848954de5fffff,27.899477,-97.097534,0.78,0.78,0.78,0.2,1,5,,,,,False,False,cloud,cloud
88489e4745fffff,30.010362,-96.925198,0.57,0.538,0.602,0.2857,2,7,1.0-2.0m,0.257,3.457,1.658,False,True,,good
884890b4d9fffff,28.058524,-97.20165,0.9,0.9,0.9,0.1429,1,7,,,,,False,False,cloud,cloud
884890264dfffff,28.487505,-96.915411,0.77,0.754,0.786,0.3333,2,6,1.0-2.0m,0.594,1.591,1.116,False,True,,good
8848956a87fffff,28.130631,-97.346096,0.6,0.6,0.6,0.3333,2,6,>2.0m,0.253,3.804,2.154,False,True,,good
884891400bfffff,28.840336,-97.015587,0.52,0.52,0.52,0.1429,1,7,>2.0m,0.735,8.031,4.2,False,False,cloud,cloud
88489e51bdfffff,29.890388,-96.806852,0.63,0.63,0.63,0.125,1,8,1.0-2.0m,0.368,1.559,1.02,False,False,cloud,cloud
88489026a5fffff,28.580277,-96.920576,0.71,0.632,0.778,0.8333,5,6,,,,,False,True,,good
8848954229fffff,27.639484,-97.197463,0.54,0.54,0.54,0.1667,1,6,,,,,False,False,cloud,cloud
88489e496dfffff,30.020929,-96.550425,0.505,0.461,0.549,0.2857,2,7,,,,,False,True,,good
8848915405fffff,28.780847,-97.168181,0.72,0.64,0.8,0.3333,2,6,0.0-0.1m,0.036,0.039,0.037,False,True,,good
884890b663fffff,27.959552,-97.150935,0.67,0.622,0.718,0.3333,2,6,,,,,False,True,,good
8848956f6bfffff,28.160453,-97.37794,0.5,0.5,0.5,0.1667,1,6,,,,,False,False,cloud,cloud
8848931453fffff,29.181631,-96.490899,0.54,0.502,0.574,0.8,4,5,0.0-0.1m,0.003,0.024,0.013,False,True,,good
8848939685fffff,28.795034,-96.746672,0.405,0.393,0.417,0.5,2,4,0.6-1.0m,0.062,1.497,0.658,False,True,,good
884893759dfffff,29.628889,-96.216801,0.75,0.75,0.75,0.1667,1,6,0.1-0.3m,0.201,0.201,0.201,False,False,cloud,cloud
8848914233fffff,28.816297,-97.039378,0.51,0.51,0.51,0.1429,1,7,1.0-2.0m,0.375,1.728,1.145,False,False,cloud,cloud
88489e6b4bfffff,30.335169,-96.892743,0.57,0.546,0.594,0.3333,2,6,1.0-2.0m,0.847,1.514,1.179,False,True,,good
88446d3599fffff,30.752578,-96.533696,0.53,0.43,0.678,0.7143,5,7,0.3-0.6m,0.04,0.996,0.376,False,True,,good
8848932591fffff,29.785751,-96.689663,0.71,0.585,0.8,1.0,6,6,0.6-1.0m,0.076,1.436,0.748,False,True,,good
8848933b6dfffff,29.432794,-96.342867,0.83,0.806,0.854,0.75,3,4,0.1-0.3m,0.03,0.331,0.159,False,True,,good
88489e4a0bfffff,29.986264,-96.690465,0.73,0.73,0.73,0.25,1,4,,,,,False,True,,good
