h3_index,lat,lon,hazard_probability_pct,hazard_probability_p10,hazard_probability_p90,confidence_overall,n_valid,n_total,depth_bin_m,depth_p10_m,depth_p90_m,depth_mean_m,is_perm_water,qa_flag,qa_reason,coverage_flag
8848934367fffff,29.193748,-95.733772,0.49,0.425,0.57,1.0,6,6,1.0-2.0m,0.3,3.856,1.761,False,True,,good
88446adac9fffff,30.646659,-93.33768,0.535,0.523,0.547,0.5,2,4,0.3-0.6m,0.105,0.683,0.357,False,True,,good
88446e54dbfffff,30.028701,-93.624713,0.8217,0.81,0.835,1.0,6,6,0.3-0.6m,0.075,0.644,0.409,False,True,,good
8848950d37fffff,27.873156,-97.571125,0.6117,0.44,0.84,0.75,6,8,0.1-0.3m,0.158,0.423,0.291,False,True,,good
88446cc2c5fffff,29.249374,-94.882262,0.59,0.542,0.638,0.3333,2,6,0.6-1.0m,0.239,1.007,0.681,False,True,,good
88446c592bfffff,29.5561,-94.360799,0.72,0.456,0.952,0.5714,4,7,1.0-2.0m,1.193,1.848,1.702,False,True,,good
88446e503dfffff,29.892293,-93.402735,0.704,0.64,0.772,1.0,5,5,0.1-0.3m,0.279,0.279,0.279,False,True,,good
88446c4a15fffff,29.669828,-94.459334,0.5357,0.476,0.634,1.0,7,7,,,,,False,True,,good
884893c9a3fffff,28.999483,-95.799868,0.65,0.618,0.682,0.3333,2,6,0.1-0.3m,0.085,0.346,0.237,False,True,,good
88489e58cbfffff,29.908122,-96.726737,0.6,0.6,0.6,0.25,1,4,,,,,False,True,,good
884445b02bfffff,30.258566,-93.163972,0.425,0.421,0.429,0.3333,2,6,0.3-0.6m,0.015,0.647,0.332,False,True,,good
884468ae25fffff,30.883351,-95.340799,0.4975,0.48,0.525,1.0,4,4,0.0-0.1m,0.003,0.013,0.01,False,True,,good
88446e8445fffff,29.741267,-94.237632,0.6633,0.602,0.73,0.6,3,5,,,,,False,True,,good
88446ea049fffff,30.000137,-94.366034,0.9225,0.857,0.982,1.0,4,4,,,,,False,True,,good
88446a056dfffff,31.239668,-93.70412,0.8525,0.766,0.961,0.6667,4,6,,,,,False,True,,good
88446871cdfffff,31.01404,-94.638227,0.52,0.52,0.52,0.1667,1,6,>2.0m,2.946,8.146,5.986,False,False,cloud,cloud
88446e5703fffff,29.937593,-93.522919,0.6,0.535,0.66,1.0,6,6,,,,,False,True,,good
884892a43bfffff,28.626303,-95.912287,0.564,0.446,0.682,1.0,5,5,0.3-0.6m,0.512,0.54,0.519,False,True,,good
88446c50dbfffff,29.536428,-94.688799,0.92,0.856,0.984,0.2857,2,7,1.0-2.0m,1.068,1.293,1.214,False,True,,good
88446d9b35fffff,29.862216,-96.127585,0.53,0.458,0.602,0.4,2,5,,,,,False,True,,good
884893d069fffff,28.684766,-96.03487,0.484,0.398,0.572,0.8333,5,6,0.1-0.3m,0.035,0.262,0.128,False,True,,good
88446ecd8bfffff,29.876365,-93.56094,0.86,0.86,0.86,0.1667,1,6,0.6-1.0m,0.315,0.7,0.612,False,False,cloud,cloud
88446a0e5bfffff,31.254882,-93.694514,0.78,0.732,0.828,0.2857,2,7,>2.0m,7.379,7.884,7.701,False,True,,good
88446c056dfffff,29.729061,-95.126043,0.5667,0.554,0.578,0.6,3,5,>2.0m,0.636,5.047,3.272,False,True,,good
88446c84e3fffff,29.415065,-95.473328,0.63,0.606,0.654,0.2857,2,7,,,,,False,True,,good
8848915191fffff,28.747252,-97.020369,0.7817,0.71,0.865,1.0,6,6,0.6-1.0m,0.203,1.378,0.804,False,True,,good
884893398dfffff,29.555499,-96.369327,0.56,0.56,0.56,0.2,1,5,0.1-0.3m,0.044,0.168,0.11,False,False,cloud,cloud
88446da15dfffff,30.352328,-96.542772,0.42,0.42,0.42,0.1429,1,7,0.1-0.3m,0.052,0.441,0.238,False,False,cloud,cloud
88446ece29fffff,29.769292,-93.597668,0.41,0.35,0.47,0.8333,5,6,0.3-0.6m,0.07,0.642,0.334,False,True,,good
8848930c4bfffff,29.380627,-96.274776,0.6875,0.605,0.748,0.8,4,5,,,,,False,True,,good
88446ea0e7fffff,30.076621,-94.368663,0.848,0.676,0.958,0.8333,5,6,1.0-2.0m,1.131,1.732,1.44,False,True,,good
88446e82bbfffff,29.680669,-94.175928,0.67,0.618,0.73,0.4286,3,7,0.6-1.0m,0.384,0.689,0.63,False,True,,good
884892233bfffff,28.852346,-95.503686,0.9225,0.783,1.0,1.0,4,4,0.3-0.6m,0.368,0.547,0.503,False,True,,good
884469ba9dfffff,31.401657,-96.343362,0.59,0.436,0.764,0.6,3,5,,,,,False,True,,good
88446c4f51fffff,29.753014,-94.547052,0.706,0.53,0.856,0.8333,5,6,,,,,False,True,,good
88489024c5fffff,28.603637,-96.91686,0.62,0.516,0.724,0.3333,2,6,1.0-2.0m,1.283,2.327,1.872,False,True,,good
88446e4663fffff,30.082468,-93.541736,0.63,0.566,0.694,0.2857,2,7,0.0-0.1m,0.014,0.097,0.061,False,True,,good
88446d99abfffff,29.954494,-96.132168,0.4617,0.42,0.505,0.8571,6,7,>2.0m,0.512,8.66,5.48,False,True,,good
88446e374dfffff,30.268812,-94.260205,0.82,0.82,0.82,0.1667,1,6,0.6-1.0m,0.477,1.52,0.907,False,False,cloud,cloud
88446ec5d9fffff,29.80655,-93.752486,0.7475,0.729,0.76,1.0,4,4,0.3-0.6m,0.021,0.687,0.318,False,True,,good
88446e1921fffff,29.937076,-93.632089,0.53,0.53,0.53,0.1429,1,7,,,,,False,False,cloud,cloud
88446e0a0bfffff,30.03574,-93.73924,0.77,0.77,0.77,0.25,1,4,0.3-0.6m,0.059,0.694,0.425,False,True,,good
88446a0cd1fffff,31.361294,-93.687539,0.67,0.63,0.71,0.3333,2,6,,,,,False,True,,good
88446d4013fffff,30.410991,-95.628446,0.72,0.72,0.72,0.1667,1,6,,,,,False,False,cloud,cloud
88446c8359fffff,29.19552,-95.298926,0.5775,0.402,0.731,0.5714,4,7,0.3-0.6m,0.072,0.845,0.366,False,True,,good
884893745bfffff,29.558169,-96.268663,0.47,0.426,0.506,0.75,3,4,0.1-0.3m,0.074,0.429,0.241,False,True,,good
88446c7443fffff,29.953184,-95.029871,0.585,0.455,0.69,0.8571,6,7,>2.0m,1.937,2.895,2.442,False,True,,good
88446ea899fffff,30.146631,-94.246122,0.52,0.52,0.52,0.1429,1,7,,,,,False,False,cloud,cloud
8848954d41fffff,27.837527,-97.094015,1.0,1.0,1.0,0.25,1,4,0.1-0.3m,0.131,0.338,0.23,False,True,,good
8848915007fffff,28.685068,-97.026897,0.565,0.481,0.649,0.5,2,4,,,,,False,True,,good
8848934719fffff,29.312354,-95.929764,0.8186,0.67,0.926,1.0,7,7,0.0-0.1m,0.018,0.095,0.056,False,True,,good
88446849c7fffff,30.872544,-94.175024,0.54,0.492,0.588,0.3333,2,6,0.0-0.1m,0.007,0.063,0.033,False,True,,good
88489319d7fffff,29.19162,-96.12966,0.91,0.854,0.95,1.0,5,5,0.3-0.6m,0.061,1.158,0.43,False,True,,good
88446e1a0dfffff,29.867651,-93.754255,0.9133,0.905,0.925,1.0,6,6,0.3-0.6m,0.052,0.68,0.398,False,True,,good
8848930ac1fffff,29.274911,-96.189023,0.87,0.838,0.902,0.3333,2,6,,,,,False,True,,good
88446e10d1fffff,29.919698,-93.959631,0.6029,0.522,0.696,1.0,7,7,,,,,False,True,,good
88446ec6c5fffff,29.744953,-93.820178,0.61,0.565,0.655,1.0,6,6,0.3-0.6m,0.314,0.4,0.375,False,True,,good
88446e8131fffff,29.682099,-94.026842,0.9117,0.82,1.0,1.0,6,6,0.6-1.0m,0.316,0.993,0.869,False,True,,good
8848957233fffff,27.875594,-97.511189,0.655,0.415,1.0,0.8571,6,7,,,,,False,True,,good
8848936c0bfffff,29.787236,-96.04319,0.44,0.413,0.467,0.8,4,5,,,,,False,True,,good
88446c4127fffff,29.669457,-94.489224,0.56,0.56,0.56,0.1667,1,6,,,,,False,False,cloud,cloud
8848935055fffff,29.083335,-95.838786,0.45,0.4,0.488,0.4286,3,7,0.3-0.6m,0.221,0.613,0.419,False,True,,good
88446c72b9fffff,29.877764,-94.946685,0.7867,0.738,0.842,0.75,3,4,,,,,False,True,,good
8844632debfffff,29.862609,-93.055685,0.34,0.34,0.34,0.1429,1,7,0.0-0.1m,0.039,0.1,0.082,False,False,cloud,cloud
884468483dfffff,30.849518,-94.199383,0.7967,0.734,0.846,0.5,3,6,,,,,False,True,,good
8848930937fffff,29.33284,-96.036161,1.0,1.0,1.0,1.0,4,4,>2.0m,2.326,2.837,2.56,False,True,,good
88446e0f47fffff,30.126995,-93.801616,0.57,0.57,0.57,0.1667,1,6,0.0-0.1m,0.018,0.201,0.096,False,False,cloud,cloud
88446ea1d3fffff,30.084421,-94.353939,0.652,0.552,0.742,0.8333,5,6,1.0-2.0m,1.103,1.674,1.391,False,True,,good
884463259bfffff,29.839334,-93.267717,0.855,0.751,0.967,0.6667,4,6,0.1-0.3m,0.13,0.195,0.179,False,True,,good
88446e5265fffff,29.808324,-93.415414,0.894,0.708,1.0,1.0,5,5,0.0-0.1m,0.063,0.063,0.063,False,True,,good
88489e3a01fffff,30.178376,-97.47462,0.49,0.49,0.49,0.1667,1,6,1.0-2.0m,0.543,3.502,1.798,False,False,cloud,cloud
88446c4c3dfffff,29.829595,-94.549798,0.675,0.671,0.679,0.2857,2,7,,,,,False,True,,good
88446e1347fffff,29.805792,-93.86171,1.0,1.0,1.0,0.5714,4,7,0.1-0.3m,0.012,0.496,0.173,False,True,,good
88446e160dfffff,29.918812,-94.069119,0.945,0.89,1.0,1.0,4,4,,,,,False,True,,good
8848930d37fffff,29.437056,-96.182022,0.4575,0.411,0.494,0.6667,4,6,0.3-0.6m,0.086,0.843,0.4,False,True,,good
88446e9583fffff,29.664637,-94.245045,1.0,1.0,1.0,1.0,6,6,0.6-1.0m,0.092,1.662,0.767,False,True,,good
8848923603fffff,28.777218,-95.744684,0.74,0.74,0.74,0.1429,1,7,0.0-0.1m,0.009,0.076,0.046,False,False,cloud,cloud
88446ecf15fffff,29.784772,-93.558443,0.5543,0.532,0.584,1.0,7,7,,,,,False,True,,good
88446e866dfffff,29.687543,-94.250782,0.728,0.692,0.76,0.7143,5,7,0.1-0.3m,0.081,0.354,0.231,False,True,,good
88489226edfffff,28.9628,-95.723207,0.6533,0.58,0.735,0.8571,6,7,0.0-0.1m,0.001,0.049,0.024,False,True,,good
88446c8045fffff,29.241639,-95.300869,0.38,0.38,0.38,0.5,2,4,,,,,False,True,,good
88489020c5fffff,28.500133,-96.770762,0.46,0.46,0.46,0.2,1,5,0.3-0.6m,0.209,0.555,0.423,False,False,cloud,cloud
8844632c61fffff,29.80924,-93.079157,0.51,0.438,0.582,0.2857,2,7,0.1-0.3m,0.04,0.192,0.129,False,True,,good
88446d0ed1fffff,30.530567,-96.166048,0.4667,0.444,0.492,0.4286,3,7,0.1-0.3m,0.027,0.292,0.128,False,True,,good
88446e592bfffff,29.938672,-93.156338,0.89,0.89,0.89,0.25,1,4,0.0-0.1m,0.004,0.004,0.004,False,True,,good
88446e4089fffff,30.082884,-93.422574,0.43,0.394,0.458,0.5,3,6,0.1-0.3m,0.035,0.192,0.101,False,True,,good
88446ec98bfffff,29.770154,-93.419371,0.435,0.407,0.463,0.5,2,4,0.3-0.6m,0.034,0.782,0.341,False,True,,good
88446aae25fffff,31.269032,-94.117601,0.5,0.476,0.524,0.4286,3,7,>2.0m,0.852,4.814,2.702,False,True,,good
88446c588dfffff,29.592984,-94.476566,0.9143,0.896,0.934,1.0,7,7,0.3-0.6m,0.434,0.673,0.55,False,True,,good
88446bda53fffff,31.367015,-94.327754,0.915,0.847,0.983,0.2857,2,7,,,,,False,True,,good
884890b4dbfffff,28.066078,-97.207092,1.0,1.0,1.0,0.2857,2,7,0.0-0.1m,0.024,0.035,0.032,False,True,,good
88446c59c9fffff,29.570691,-94.421017,0.8625,0.744,0.967,1.0,4,4,0.6-1.0m,0.307,1.239,0.674,False,True,,good
88446e50dbfffff,29.922501,-93.482836,0.68,0.645,0.707,1.0,4,4,,,,,False,True,,good
88446c4ab3fffff,29.738444,-94.486673,0.72,0.554,0.832,1.0,7,7,,,,,False,True,,good
88446e41c5fffff,30.067858,-93.342801,0.43,0.43,0.43,0.1429,1,7,,,,,False,False,cloud,cloud
884893d957fffff,28.76738,-95.829067,0.3167,0.302,0.334,0.375,3,8,,,,,False,True,,good
8848906aa9fffff,28.543147,-96.12786,0.45,0.45,0.45,0.1667,1,6,0.0-0.1m,0.019,0.08,0.044,False,False,cloud,cloud
884445b0c9fffff,30.273756,-93.223892,0.55,0.55,0.55,0.25,1,4,,,,,False,True,,good
884445929dfffff,29.885502,-93.011745,0.5,0.458,0.552,0.8333,5,6,0.3-0.6m,0.085,0.798,0.475,False,True,,good
88446e84e3fffff,29.80987,-94.264816,0.825,0.776,0.894,1.0,4,4,,,,,False,True,,good
88446c94e5fffff,29.245502,-95.485928,0.928,0.85,1.0,1.0,5,5,0.0-0.1m,0.012,0.1,0.054,False,True,,good
88446bd203fffff,31.320394,-94.477696,0.525,0.489,0.561,0.3333,2,6,,,,,False,True,,good
88489360a7fffff,29.694208,-96.068875,0.675,0.551,0.799,0.4,2,5,1.0-2.0m,1.569,1.819,1.711,False,True,,good
884892a4d9fffff,28.640123,-95.972818,0.618,0.584,0.656,0.8333,5,6,,,,,False,True,,good
88446c4263fffff,29.591276,-94.606057,0.875,0.808,0.958,1.0,4,4,0.6-1.0m,0.556,1.293,0.954,False,True,,good
88446e1b49fffff,29.845078,-93.698993,0.8725,0.818,0.921,1.0,4,4,0.3-0.6m,0.221,0.7,0.574,False,True,,good
88446cb311fffff,29.435912,-95.57944,0.902,0.856,0.944,0.8333,5,6,,,,,False,True,,good
88446eb939fffff,29.941092,-94.14456,0.5375,0.414,0.659,0.6667,4,6,,,,,False,True,,good
88446c9497fffff,29.282986,-95.532592,0.98,0.94,1.0,1.0,5,5,>2.0m,2.181,2.694,2.416,False,True,,good
8848903517fffff,28.435265,-96.857389,0.7283,0.505,0.985,0.8571,6,7,0.1-0.3m,0.017,0.28,0.176,False,True,,good
8848922c29fffff,29.045295,-95.487173,0.48,0.48,0.48,0.1667,1,6,0.3-0.6m,0.073,0.482,0.31,False,False,cloud,cloud
8848902601fffff,28.518431,-96.917132,0.8125,0.779,0.852,0.8,4,5,,,,,False,True,,good
8848934941fffff,29.290134,-95.557928,0.9971,0.99,1.0,1.0,7,7,1.0-2.0m,1.037,2.533,1.777,False,True,,good
884893d155fffff,28.70127,-95.995707,1.0,1.0,1.0,1.0,4,4,0.1-0.3m,0.089,0.306,0.19,False,True,,good
88446c4929fffff,29.709689,-94.326202,0.9275,0.845,1.0,1.0,4,4,0.6-1.0m,0.05,1.273,0.624,False,True,,good
88446e403bfffff,30.060116,-93.387246,0.5833,0.558,0.606,0.5,3,6,0.3-0.6m,0.052,0.737,0.337,False,True,,good
8848932b15fffff,29.633048,-96.353149,0.47,0.47,0.47,0.25,1,4,0.3-0.6m,0.095,1.164,0.525,False,True,,good
88446ecec7fffff,29.807161,-93.653264,0.905,0.76,1.0,1.0,6,6,0.0-0.1m,0.021,0.023,0.022,False,True,,good
884893b9a1fffff,29.186841,-96.576702,0.375,0.339,0.411,0.3333,2,6,1.0-2.0m,0.435,2.385,1.644,False,True,,good
88446aa44bfffff,31.237631,-94.308152,0.8367,0.71,0.955,1.0,6,6,,,,,False,True,,good
88446c9b5dfffff,29.090873,-95.144975,0.74,0.61,0.922,0.5,3,6,0.3-0.6m,0.29,0.386,0.355,False,True,,good
88446dab37fffff,30.402743,-96.372741,0.814,0.632,0.964,0.8333,5,6,0.3-0.6m,0.282,0.706,0.486,False,True,,good
88446ccf65fffff,29.367125,-94.722382,0.75,0.75,0.75,0.1429,1,7,,,,,False,False,cloud,cloud
88446eb761fffff,29.907109,-94.47266,0.7571,0.702,0.836,1.0,7,7,,,,,False,True,,good
8848939325fffff,28.649059,-96.468154,0.372,0.31,0.452,0.7143,5,7,,,,,False,True,,good
88446e8531fffff,29.78787,-94.169468,0.64,0.484,0.754,1.0,7,7,,,,,False,True,,good
88489356cdfffff,29.163152,-96.037968,0.65,0.58,0.735,1.0,6,6,,,,,False,True,,good
884468af11fffff,30.891225,-95.325945,0.8067,0.754,0.874,0.4286,3,7,0.1-0.3m,0.18,0.18,0.18,False,True,,good
88446ea35dfffff,29.96215,-94.33977,0.9575,0.897,1.0,1.0,4,4,1.0-2.0m,0.995,1.368,1.212,False,True,,good
88446ab539fffff,31.116026,-94.253595,0.6717,0.58,0.765,1.0,6,6,,,,,False,True,,good
88446c0ea9fffff,29.806281,-95.099131,0.59,0.478,0.702,0.2857,2,7,,,,,False,True,,good
8848902b3dfffff,28.492754,-96.52007,0.55,0.55,0.55,0.1429,1,7,,,,,False,False,cloud,cloud
88489572d1fffff,27.88866,-97.572069,0.39,0.39,0.39,0.1667,1,6,0.1-0.3m,0.114,0.209,0.187,False,False,cloud,cloud
88446e548dfffff,30.028884,-93.584976,0.9333,0.84,1.0,0.4286,3,7,0.6-1.0m,0.497,0.7,0.642,False,True,,good
88446c4e65fffff,29.745165,-94.56174,0.715,0.665,0.755,1.0,6,6,,,,,False,True,,good
88446ec4edfffff,29.798813,-93.767154,0.8014,0.796,0.808,1.0,7,7,0.3-0.6m,0.148,0.7,0.489,False,True,,good
88446e1835fffff,29.951911,-93.711975,0.83,0.816,0.84,1.0,4,4,0.0-0.1m,0.005,0.017,0.014,False,True,,good
88446e4213fffff,30.006571,-93.440421,0.98,0.944,1.0,0.6667,4,6,,,,,False,True,,good
88446c4b01fffff,29.655471,-94.379132,1.0,1.0,1.0,1.0,6,6,0.0-0.1m,0.028,0.157,0.088,False,True,,good
8848938285fffff,28.854588,-96.574165,0.5733,0.446,0.678,0.4286,3,7,1.0-2.0m,0.366,3.263,1.628,False,True,,good
8844458739fffff,30.10633,-93.001881,0.9,0.854,0.932,1.0,7,7,0.0-0.1m,0.005,0.04,0.02,False,True,,good
88446e8895fffff,29.78197,-93.97528,0.8725,0.779,0.964,0.6667,4,6,,,,,False,True,,good
8848922915fffff,28.95685,-95.303848,0.57,0.546,0.594,0.5,2,4,0.3-0.6m,0.171,0.627,0.447,False,True,,good
884895422bfffff,27.647038,-97.202886,1.0,1.0,1.0,0.1667,1,6,0.1-0.3m,0.026,0.26,0.114,False,False,cloud,cloud
88446c826dfffff,29.18753,-95.313566,0.555,0.499,0.607,1.0,4,4,0.1-0.3m,0.016,0.181,0.135,False,True,,good
88489022edfffff,28.445527,-96.782817,0.66,0.494,0.86,0.7143,5,7,0.0-0.1m,0.0,0.0,0.0,False,True,,good
8844632e89fffff,29.816693,-93.17321,0.8167,0.714,0.89,0.75,3,4,,,,,False,True,,good
88446c5a17fffff,29.516113,-94.493776,0.715,0.487,0.943,0.2857,2,7,,,,,False,True,,good
88446e5b53fffff,29.877544,-93.234024,0.88,0.88,0.88,0.25,1,4,0.1-0.3m,0.05,0.192,0.137,False,True,,good
8848954c55fffff,27.849995,-97.174629,0.685,0.665,0.705,0.2857,2,7,,,,,False,True,,good
884893462dfffff,29.304287,-95.944433,0.64,0.519,0.777,1.0,4,4,,,,,False,True,,good
88489318ebfffff,29.175148,-96.168999,0.42,0.42,0.42,0.125,1,8,0.0-0.1m,0.031,0.192,0.099,False,False,cloud,cloud
88489309d5fffff,29.346714,-96.097114,0.796,0.754,0.836,0.8333,5,6,0.1-0.3m,0.033,0.364,0.205,False,True,,good
88446c09bdfffff,29.771654,-94.862469,0.6,0.6,0.6,0.1667,1,6,,,,,False,False,cloud,cloud
884468b93bfffff,30.686921,-95.160499,0.53,0.492,0.564,0.5,3,6,,,,,False,True,,good
88446dd1b3fffff,29.930631,-95.828277,0.47,0.47,0.47,0.2857,2,7,,,,,False,True,,good
88446c9849fffff,29.128815,-95.171444,0.59,0.59,0.59,0.1667,1,6,0.0-0.1m,0.006,0.015,0.012,False,False,cloud,cloud
88446e8f5bfffff,29.758213,-94.069004,0.57,0.57,0.57,0.1429,1,7,0.6-1.0m,0.795,0.993,0.949,False,False,cloud,cloud
88446d35ebfffff,30.73041,-96.496833,0.51,0.51,0.51,0.1667,1,6,1.0-2.0m,0.241,2.036,1.05,False,False,cloud,cloud
88446c7a1dfffff,29.872932,-94.751291,0.7433,0.71,0.765,1.0,6,6,0.1-0.3m,0.051,0.302,0.234,False,True,,good
88446e8d81fffff,29.873202,-94.037808,0.61,0.548,0.674,1.0,7,7,0.3-0.6m,0.073,0.795,0.423,False,True,,good
88446db561fffff,30.294903,-96.676868,0.6775,0.529,0.836,0.6667,4,6,0.0-0.1m,0.087,0.105,0.097,False,True,,good
884468a84bfffff,30.801035,-95.210759,0.535,0.424,0.642,0.5714,4,7,0.1-0.3m,0.118,0.118,0.116,False,True,,good
8848906cd1fffff,28.693162,-96.285227,0.48,0.48,0.48,0.3333,2,6,0.1-0.3m,0.044,0.314,0.194,False,True,,good
88446a0a5bfffff,31.148537,-93.550985,0.56,0.56,0.56,0.1667,1,6,0.6-1.0m,0.168,1.944,0.884,False,False,cloud,cloud
8848939011fffff,28.708056,-96.561411,0.38,0.356,0.404,0.5,2,4,0.3-0.6m,0.103,1.185,0.587,False,True,,good
88444594c5fffff,30.014926,-93.098759,0.37,0.34,0.396,0.5,3,6,0.0-0.1m,0.015,0.173,0.076,False,True,,good
88446e870bfffff,29.710867,-94.216718,0.804,0.778,0.826,0.7143,5,7,,,,,False,True,,good
