h3_index,lat,lon,hazard_probability_pct,hazard_probability_p10,hazard_probability_p90,confidence_overall,n_valid,n_total,depth_bin_m,depth_p10_m,depth_p90_m,depth_mean_m,is_perm_water,qa_flag,qa_reason,coverage_flag
88446c4eb3fffff,29.843897,-94.630233,0.4033,0.372,0.428,0.75,3,4,0.6-1.0m,0.214,1.093,0.7,False,True,,good
88446e54dbfffff,30.028701,-93.624713,0.8167,0.785,0.85,1.0,6,6,0.3-0.6m,0.052,0.656,0.404,False,True,,good
8848950d37fffff,27.873156,-97.571125,0.535,0.531,0.539,0.25,2,8,0.3-0.6m,0.238,0.518,0.408,False,True,,good
88446cc2c5fffff,29.249374,-94.882262,0.504,0.39,0.636,0.8333,5,6,0.6-1.0m,0.294,0.943,0.726,False,True,,good
8844688933fffff,30.484186,-94.864993,0.5,0.5,0.5,0.2,1,5,0.0-0.1m,0.051,0.096,0.073,False,False,cloud,cloud
8848935943fffff,29.135398,-95.591059,0.8425,0.759,0.908,1.0,4,4,0.6-1.0m,0.093,1.674,0.709,False,True,,good
884469d82bfffff,31.042077,-95.474536,0.535,0.531,0.539,0.3333,2,6,,,,,False,True,,good
884891531bfffff,28.638683,-97.024269,0.4333,0.392,0.472,0.5,3,6,0.1-0.3m,0.08,0.467,0.263,False,True,,good
88446c592bfffff,29.5561,-94.360799,0.865,0.757,0.973,0.2857,2,7,>2.0m,2.302,2.305,2.278,False,True,,good
88446e503dfffff,29.892293,-93.402735,0.746,0.69,0.802,1.0,5,5,0.1-0.3m,0.038,0.264,0.151,False,True,,good
88446c4a15fffff,29.669828,-94.459334,0.6271,0.542,0.702,1.0,7,7,,,,,False,True,,good
8848933b17fffff,29.477924,-96.385486,0.8829,0.846,0.904,1.0,7,7,>2.0m,0.52,5.139,2.997,False,True,,good
88446c8b0bfffff,29.268439,-95.107315,0.515,0.511,0.519,0.2857,2,7,,,,,False,True,,good
884893c9a3fffff,28.999483,-95.799868,0.7683,0.605,0.935,1.0,6,6,,,,,False,True,,good
884468cc51fffff,30.555937,-94.61123,0.485,0.401,0.569,0.3333,2,6,0.6-1.0m,0.227,1.579,0.838,False,True,,good
88446eb187fffff,29.931446,-94.348704,0.435,0.423,0.447,0.6667,4,6,,,,,False,True,,good
88446c9a21fffff,29.113445,-95.170814,0.8533,0.768,0.96,0.4286,3,7,0.3-0.6m,0.424,0.538,0.506,False,True,,good
88446e8445fffff,29.741267,-94.237632,0.6675,0.455,0.858,0.8,4,5,,,,,False,True,,good
88446ea049fffff,30.000137,-94.366034,0.975,0.93,1.0,1.0,4,4,,,,,False,True,,good
88446e5703fffff,29.937593,-93.522919,0.6,0.49,0.69,1.0,6,6,0.0-0.1m,0.001,0.001,0.001,False,True,,good
884892a43bfffff,28.626303,-95.912287,0.704,0.598,0.802,1.0,5,5,0.3-0.6m,0.387,0.498,0.464,False,True,,good
88446c50dbfffff,29.536428,-94.688799,0.82,0.82,0.82,0.2857,2,7,1.0-2.0m,1.501,1.75,1.668,False,True,,good
88446c41c5fffff,29.684015,-94.549569,0.6067,0.515,0.69,0.8571,6,7,0.3-0.6m,0.038,0.712,0.316,False,True,,good
884893d069fffff,28.684766,-96.03487,0.4833,0.452,0.508,0.5,3,6,0.1-0.3m,0.027,0.209,0.101,False,True,,good
88446ea937fffff,30.117259,-94.105363,0.5,0.5,0.5,0.1667,1,6,0.1-0.3m,0.189,0.28,0.236,False,False,cloud,cloud
88489329d9fffff,29.709509,-96.377277,0.5133,0.458,0.562,0.5,3,6,0.6-1.0m,0.327,1.557,0.811,False,True,,good
88446c84e3fffff,29.415065,-95.473328,0.6333,0.534,0.718,0.4286,3,7,,,,,False,True,,good
8848915191fffff,28.747252,-97.020369,0.775,0.725,0.845,1.0,6,6,,,,,False,True,,good
88446c488bfffff,29.761718,-94.462556,0.4675,0.403,0.51,0.5714,4,7,,,,,False,True,,good
884893398dfffff,29.555499,-96.369327,0.42,0.412,0.428,0.4,2,5,0.3-0.6m,0.08,0.674,0.382,False,True,,good
8848934805fffff,29.312001,-95.613969,0.43,0.43,0.43,0.25,1,4,,,,,False,True,,good
88446ece29fffff,29.769292,-93.597668,0.405,0.365,0.455,1.0,6,6,0.3-0.6m,0.057,0.655,0.337,False,True,,good
8848930c4bfffff,29.380627,-96.274776,0.846,0.726,0.916,1.0,5,5,,,,,False,True,,good
88446c0c33fffff,29.83778,-95.050298,0.54,0.54,0.54,0.1667,1,6,,,,,False,False,cloud,cloud
88446ea0e7fffff,30.076621,-94.368663,0.91,0.78,0.995,1.0,6,6,,,,,False,True,,good
88446e82bbfffff,29.680669,-94.175928,0.56,0.56,0.56,0.2857,2,7,0.6-1.0m,0.16,1.146,0.909,False,True,,good
884892233bfffff,28.852346,-95.503686,0.84,0.656,1.0,1.0,4,4,0.3-0.6m,0.419,0.65,0.592,False,True,,good
884469ba9dfffff,31.401657,-96.343362,0.7,0.7,0.7,0.2,1,5,,,,,False,False,cloud,cloud
88446c4f51fffff,29.753014,-94.547052,0.586,0.41,0.766,0.8333,5,6,,,,,False,True,,good
8848934053fffff,29.253193,-95.826684,0.51,0.446,0.558,0.5,3,6,1.0-2.0m,0.8,1.802,1.349,False,True,,good
88489024c5fffff,28.603637,-96.91686,0.6067,0.556,0.668,0.5,3,6,,,,,False,True,,good
8848937547fffff,29.553191,-96.162641,0.436,0.4,0.466,0.7143,5,7,,,,,False,True,,good
88446d99abfffff,29.954494,-96.132168,0.4486,0.374,0.544,1.0,7,7,>2.0m,0.786,8.725,5.628,False,True,,good
8848932227fffff,29.573471,-96.556928,0.5725,0.529,0.61,0.5714,4,7,0.3-0.6m,0.076,0.815,0.446,False,True,,good
8848922aedfffff,28.916141,-95.406764,0.95,0.91,1.0,1.0,5,5,0.0-0.1m,0.01,0.081,0.04,False,True,,good
88446ec5d9fffff,29.80655,-93.752486,0.695,0.666,0.732,1.0,4,4,0.3-0.6m,0.021,0.698,0.305,False,True,,good
88446e1921fffff,29.937076,-93.632089,0.66,0.66,0.66,0.1429,1,7,,,,,False,False,cloud,cloud
884893845dfffff,28.944123,-96.679387,0.52,0.479,0.561,1.0,4,4,1.0-2.0m,0.076,2.566,1.066,False,True,,good
884893b0b3fffff,29.147651,-96.84651,0.45,0.45,0.45,0.1429,1,7,0.0-0.1m,0.021,0.114,0.059,False,False,cloud,cloud
88446e0a0bfffff,30.03574,-93.73924,0.58,0.58,0.58,0.25,1,4,0.3-0.6m,0.057,0.706,0.427,False,True,,good
88446c935bfffff,29.040927,-95.332316,0.4767,0.406,0.566,0.6,3,5,0.1-0.3m,0.046,0.512,0.211,False,True,,good
88446a0cd1fffff,31.361294,-93.687539,0.57,0.57,0.57,0.1667,1,6,,,,,False,False,cloud,cloud
88446d4e3dfffff,30.511302,-95.597615,0.93,0.93,0.93,0.25,1,4,>2.0m,9.383,13.342,11.035,False,True,,good
88446e8981fffff,29.767321,-93.895328,0.71,0.71,0.71,0.1667,1,6,0.3-0.6m,0.176,0.713,0.543,False,False,cloud,cloud
88446c8359fffff,29.19552,-95.298926,0.7871,0.696,0.87,1.0,7,7,,,,,False,True,,good
884893745bfffff,29.558169,-96.268663,0.62,0.564,0.676,0.5,2,4,,,,,False,True,,good
88446c7443fffff,29.953184,-95.029871,0.7557,0.63,0.904,1.0,7,7,1.0-2.0m,0.929,1.891,1.428,False,True,,good
88446ea899fffff,30.146631,-94.246122,0.6767,0.535,0.805,0.8571,6,7,,,,,False,True,,good
8848915007fffff,28.685068,-97.026897,0.6725,0.597,0.734,1.0,4,4,,,,,False,True,,good
8848934719fffff,29.312354,-95.929764,0.8414,0.752,0.952,1.0,7,7,,,,,False,True,,good
88446816abfffff,30.72594,-95.106559,0.58,0.58,0.58,0.1429,1,7,0.0-0.1m,0.028,0.062,0.045,False,False,cloud,cloud
88489319d7fffff,29.19162,-96.12966,0.848,0.77,0.928,1.0,5,5,,,,,False,True,,good
88446e1a0dfffff,29.867651,-93.754255,0.875,0.84,0.915,1.0,6,6,0.3-0.6m,0.054,0.692,0.403,False,True,,good
884891c067fffff,28.446285,-97.204068,0.3633,0.31,0.41,0.8571,6,7,0.1-0.3m,0.065,0.436,0.28,False,True,,good
884468c93dfffff,30.474248,-94.362341,0.41,0.41,0.41,0.1667,1,6,0.6-1.0m,0.203,1.134,0.644,False,False,cloud,cloud
8848930ac1fffff,29.274911,-96.189023,0.788,0.568,1.0,0.8333,5,6,,,,,False,True,,good
88446e10d1fffff,29.919698,-93.959631,0.6857,0.616,0.738,1.0,7,7,0.1-0.3m,0.017,0.224,0.108,False,True,,good
88446ec6c5fffff,29.744953,-93.820178,0.795,0.765,0.82,1.0,6,6,0.3-0.6m,0.325,0.413,0.388,False,True,,good
88446c9935fffff,29.184402,-95.078993,0.91,0.838,0.982,0.3333,2,6,0.3-0.6m,0.42,0.425,0.422,False,True,,good
8848938a37fffff,28.89173,-96.365418,0.585,0.505,0.66,0.8571,6,7,0.0-0.1m,0.011,0.21,0.098,False,True,,good
88446e8131fffff,29.682099,-94.026842,0.9367,0.865,1.0,1.0,6,6,1.0-2.0m,0.282,1.45,1.033,False,True,,good
8848957233fffff,27.875594,-97.511189,0.53,0.478,0.606,0.7143,5,7,0.1-0.3m,0.14,0.14,0.138,False,True,,good
8848936c0bfffff,29.787236,-96.04319,0.69,0.5,0.81,1.0,5,5,1.0-2.0m,0.109,3.74,1.194,False,True,,good
884890aa15fffff,28.102891,-96.834137,0.47,0.33,0.604,0.7143,5,7,,,,,False,True,,good
88446c4127fffff,29.669457,-94.489224,0.55,0.55,0.55,0.1667,1,6,0.1-0.3m,0.061,0.271,0.148,False,False,cloud,cloud
88446c4dc7fffff,29.852872,-94.525665,0.48,0.395,0.625,1.0,6,6,0.1-0.3m,0.053,0.392,0.183,False,True,,good
88446eb539fffff,29.99146,-94.460644,0.44,0.44,0.44,0.1667,1,6,,,,,False,False,cloud,cloud
8848935055fffff,29.083335,-95.838786,0.44,0.44,0.44,0.1429,1,7,0.6-1.0m,0.398,0.852,0.634,False,False,cloud,cloud
88446c90e5fffff,29.140788,-95.341537,0.7825,0.753,0.814,1.0,4,4,,,,,False,True,,good
88489569e3fffff,28.173723,-97.233368,0.63,0.63,0.63,0.1667,1,6,,,,,False,False,cloud,cloud
88446c72b9fffff,29.877764,-94.946685,1.0,1.0,1.0,0.75,3,4,,,,,False,True,,good
884893c505fffff,28.976649,-96.089038,0.45,0.393,0.531,0.6667,4,6,0.3-0.6m,0.076,0.517,0.327,False,True,,good
8848907483fffff,28.486746,-96.464746,0.375,0.363,0.387,0.2857,2,7,,,,,False,True,,good
8848930937fffff,29.33284,-96.036161,1.0,1.0,1.0,1.0,4,4,0.1-0.3m,0.042,0.468,0.228,False,True,,good
88446e0f47fffff,30.126995,-93.801616,0.6625,0.6,0.775,0.6667,4,6,0.1-0.3m,0.02,0.622,0.252,False,True,,good
8848922027fffff,28.898528,-95.505706,0.742,0.628,0.842,1.0,5,5,0.3-0.6m,0.205,0.65,0.516,False,True,,good
88446ea1d3fffff,30.084421,-94.353939,0.8283,0.685,0.92,1.0,6,6,,,,,False,True,,good
884463259bfffff,29.839334,-93.267717,0.87,0.688,1.0,0.5,3,6,0.1-0.3m,0.147,0.324,0.284,False,True,,good
8848935b6bfffff,29.081193,-95.603634,0.36,0.36,0.36,0.1667,1,6,0.0-0.1m,0.006,0.051,0.03,False,False,cloud,cloud
884890a88bfffff,28.195713,-96.83922,0.49,0.45,0.53,0.3333,2,6,,,,,False,True,,good
88446e5265fffff,29.808324,-93.415414,0.966,0.898,1.0,1.0,5,5,0.0-0.1m,0.003,0.118,0.053,False,True,,good
88446c4c3dfffff,29.829595,-94.549798,0.765,0.745,0.785,0.2857,2,7,1.0-2.0m,1.354,1.872,1.618,False,True,,good
88446830d7fffff,31.038005,-95.225829,0.72,0.636,0.78,1.0,4,4,>2.0m,0.428,7.0,3.411,False,True,,good
88489e4917fffff,30.066013,-96.593388,0.395,0.375,0.415,0.2857,2,7,>2.0m,0.805,3.207,2.161,False,True,,good
88446e1347fffff,29.805792,-93.86171,0.8575,0.83,0.895,0.5714,4,7,0.1-0.3m,0.022,0.49,0.172,False,True,,good
88446e160dfffff,29.918812,-94.069119,1.0,1.0,1.0,1.0,4,4,0.0-0.1m,0.003,0.027,0.014,False,True,,good
88446e9583fffff,29.664637,-94.245045,0.9783,0.935,1.0,1.0,6,6,0.6-1.0m,0.083,1.964,0.807,False,True,,good
8848923603fffff,28.777218,-95.744684,0.95,0.838,1.0,1.0,7,7,0.0-0.1m,0.001,0.001,0.001,False,True,,good
88446ecf15fffff,29.784772,-93.558443,0.6633,0.635,0.695,0.8571,6,7,,,,,False,True,,good
88446e866dfffff,29.687543,-94.250782,0.782,0.744,0.83,0.7143,5,7,0.1-0.3m,0.067,0.663,0.272,False,True,,good
884893c905fffff,28.930782,-95.771703,0.385,0.365,0.405,0.3333,2,6,0.1-0.3m,0.063,0.356,0.211,False,True,,good
88446c2b4bfffff,29.997424,-95.142055,0.85,0.85,0.85,0.2,1,5,,,,,False,False,cloud,cloud
88489226edfffff,28.9628,-95.723207,0.69,0.598,0.754,1.0,7,7,0.3-0.6m,0.314,0.603,0.505,False,True,,good
8848934405fffff,29.35854,-95.931964,0.6425,0.608,0.671,0.8,4,5,,,,,False,True,,good
88446855c9fffff,30.747742,-94.532726,0.4525,0.423,0.484,0.6667,4,6,>2.0m,1.172,5.636,3.344,False,True,,good
8848952c01fffff,28.208477,-97.918333,0.57,0.538,0.602,0.3333,2,6,0.0-0.1m,0.018,0.019,0.018,False,True,,good
88446ec98bfffff,29.770154,-93.419371,0.565,0.553,0.577,0.5,2,4,0.1-0.3m,0.014,0.753,0.283,False,True,,good
884468b713fffff,30.681108,-95.534435,0.44,0.44,0.44,0.1667,1,6,>2.0m,0.309,6.943,3.809,False,False,cloud,cloud
88446c588dfffff,29.592984,-94.476566,1.0,1.0,1.0,1.0,7,7,1.0-2.0m,0.892,1.13,1.008,False,True,,good
8848922db3fffff,29.130244,-95.475898,0.4425,0.397,0.47,1.0,4,4,0.1-0.3m,0.095,0.396,0.256,False,True,,good
884890b4dbfffff,28.066078,-97.207092,0.9333,0.84,1.0,0.4286,3,7,0.0-0.1m,0.048,0.085,0.076,False,True,,good
8844687abbfffff,31.068017,-94.57461,0.435,0.415,0.455,0.3333,2,6,1.0-2.0m,0.059,3.198,1.434,False,True,,good
884890b617fffff,27.989398,-97.182651,0.66,0.66,0.66,0.25,1,4,0.6-1.0m,0.464,1.545,0.97,False,True,,good
88489359e1fffff,29.189143,-95.598458,0.79,0.734,0.846,0.2857,2,7,>2.0m,0.335,8.67,5.259,False,True,,good
88446c59c9fffff,29.570691,-94.421017,0.8525,0.736,0.967,1.0,4,4,1.0-2.0m,0.747,1.684,1.114,False,True,,good
88446e50dbfffff,29.922501,-93.482836,0.72,0.699,0.741,1.0,4,4,,,,,False,True,,good
88446c4ab3fffff,29.738444,-94.486673,0.7486,0.546,0.902,1.0,7,7,,,,,False,True,,good
88446c2c87fffff,30.239579,-95.343336,0.42,0.42,0.42,0.1429,1,7,0.3-0.6m,0.142,0.579,0.444,False,False,cloud,cloud
8848906aa9fffff,28.543147,-96.12786,0.455,0.419,0.491,0.3333,2,6,,,,,False,True,,good
884468aec3fffff,30.91273,-95.423153,0.66,0.66,0.66,0.2,1,5,0.6-1.0m,0.333,1.351,0.99,False,False,cloud,cloud
88446e84e3fffff,29.80987,-94.264816,0.9425,0.871,1.0,1.0,4,4,0.0-0.1m,0.01,0.1,0.056,False,True,,good
88446c94e5fffff,29.245502,-95.485928,0.808,0.614,0.992,1.0,5,5,,,,,False,True,,good
88489360a7fffff,29.694208,-96.068875,0.68,0.68,0.68,0.2,1,5,,,,,False,False,cloud,cloud
884892a4d9fffff,28.640123,-95.972818,0.815,0.811,0.819,0.3333,2,6,0.1-0.3m,0.059,0.263,0.197,False,True,,good
88446c4263fffff,29.591276,-94.606057,0.9575,0.901,1.0,1.0,4,4,1.0-2.0m,1.013,1.75,1.411,False,True,,good
884893d107fffff,28.717225,-95.976493,0.625,0.596,0.666,0.8,4,5,0.3-0.6m,0.046,0.753,0.378,False,True,,good
88446e1b49fffff,29.845078,-93.698993,0.8925,0.866,0.925,1.0,4,4,0.3-0.6m,0.227,0.713,0.582,False,True,,good
88446cb311fffff,29.435912,-95.57944,0.835,0.69,0.925,1.0,6,6,0.1-0.3m,0.025,0.281,0.152,False,True,,good
88446e0c33fffff,30.226011,-93.839426,0.4425,0.415,0.464,0.6667,4,6,,,,,False,True,,good
88446eb939fffff,29.941092,-94.14456,0.458,0.364,0.554,0.8333,5,6,0.0-0.1m,0.011,0.152,0.079,False,True,,good
88446c9497fffff,29.282986,-95.532592,1.0,1.0,1.0,1.0,5,5,,,,,False,True,,good
8848903517fffff,28.435265,-96.857389,0.504,0.474,0.548,0.7143,5,7,0.3-0.6m,0.156,0.658,0.368,False,True,,good
88489e5167fffff,29.814822,-96.752007,0.4133,0.396,0.428,0.5,3,6,>2.0m,0.39,7.652,3.842,False,True,,good
8848937683fffff,29.572512,-96.309708,0.4733,0.424,0.52,0.5,3,6,,,,,False,True,,good
8844688847fffff,30.437372,-94.933604,0.47,0.47,0.47,0.25,1,4,>2.0m,0.582,5.548,3.38,False,True,,good
884468d403fffff,30.354945,-94.794645,0.65,0.642,0.658,0.4,2,5,0.6-1.0m,0.075,1.974,0.831,False,True,,good
8848902601fffff,28.518431,-96.917132,0.6475,0.636,0.657,0.8,4,5,,,,,False,True,,good
8848934941fffff,29.290134,-95.557928,0.9857,0.96,1.0,1.0,7,7,,,,,False,True,,good
884893d155fffff,28.70127,-95.995707,0.975,0.946,1.0,1.0,4,4,0.3-0.6m,0.249,0.48,0.355,False,True,,good
88446c4929fffff,29.709689,-94.326202,1.0,1.0,1.0,1.0,4,4,0.3-0.6m,0.042,1.276,0.392,False,True,,good
88446ecec7fffff,29.807161,-93.653264,1.0,1.0,1.0,1.0,6,6,0.0-0.1m,0.03,0.036,0.034,False,True,,good
88446ea185fffff,30.084817,-94.313982,0.385,0.373,0.397,0.2857,2,7,,,,,False,True,,good
88446c9b5dfffff,29.090873,-95.144975,0.7017,0.575,0.87,1.0,6,6,0.0-0.1m,0.0,0.0,0.0,False,True,,good
88446dab37fffff,30.402743,-96.372741,0.9933,0.984,1.0,0.5,3,6,>2.0m,2.064,2.519,2.265,False,True,,good
884890ac3dfffff,28.262367,-96.927937,0.61,0.61,0.61,0.1667,1,6,,,,,False,False,cloud,cloud
88446e5617fffff,29.952489,-93.602729,0.38,0.356,0.404,0.3333,2,6,0.0-0.1m,0.006,0.085,0.05,False,True,,good
88446e28d5fffff,30.507428,-94.002839,0.4233,0.388,0.46,0.5,3,6,0.3-0.6m,0.121,0.724,0.454,False,True,,good
88446e761bfffff,30.317411,-93.872091,0.51,0.465,0.535,0.8571,6,7,,,,,False,True,,good
88446eb761fffff,29.907109,-94.47266,0.7686,0.68,0.872,1.0,7,7,,,,,False,True,,good
8848939325fffff,28.649059,-96.468154,0.37,0.37,0.37,0.1429,1,7,,,,,False,False,cloud,cloud
88446e8531fffff,29.78787,-94.169468,0.6971,0.532,0.864,1.0,7,7,0.0-0.1m,0.004,0.051,0.024,False,True,,good
88446c930dfffff,29.041756,-95.292463,0.6,0.6,0.6,0.1667,1,6,0.3-0.6m,0.103,0.816,0.505,False,False,cloud,cloud
88446c74e1fffff,30.006762,-95.037038,0.545,0.525,0.565,0.5,2,4,,,,,False,True,,good
88446c65cbfffff,30.161057,-94.97293,0.4,0.392,0.408,0.5,2,4,,,,,False,True,,good
88489356cdfffff,29.163152,-96.037968,0.6383,0.495,0.825,1.0,6,6,0.3-0.6m,0.085,0.653,0.365,False,True,,good
884468af11fffff,30.891225,-95.325945,0.82,0.82,0.82,0.1429,1,7,,,,,False,False,cloud,cloud
88446ea35dfffff,29.96215,-94.33977,1.0,1.0,1.0,1.0,4,4,,,,,False,True,,good
88446cd62bfffff,29.170319,-95.008674,0.5,0.5,0.5,0.1667,1,6,0.3-0.6m,0.129,0.678,0.388,False,False,cloud,cloud
88446eaf11fffff,30.153673,-94.311322,0.45,0.422,0.48,1.0,7,7,0.1-0.3m,0.076,0.528,0.283,False,True,,good
88446cbb61fffff,29.463402,-95.365282,0.43,0.43,0.43,0.25,1,4,,,,,False,True,,good
88446c99d3fffff,29.213632,-95.159956,0.604,0.348,0.858,0.8333,5,6,0.1-0.3m,0.017,0.33,0.154,False,True,,good
8844688d83fffff,30.619526,-95.051737,0.72,0.72,0.72,0.25,1,4,,,,,False,True,,good
884890aab3fffff,28.17164,-96.862895,0.72,0.72,0.72,0.3333,2,6,,,,,False,True,,good
88446e548dfffff,30.028884,-93.584976,1.0,1.0,1.0,0.2857,2,7,0.6-1.0m,0.713,0.713,0.713,False,True,,good
88446c4e65fffff,29.745165,-94.56174,0.7167,0.61,0.81,1.0,6,6,,,,,False,True,,good
88446ec4edfffff,29.798813,-93.767154,0.72,0.664,0.774,1.0,7,7,0.3-0.6m,0.154,0.713,0.498,False,True,,good
88446e1835fffff,29.951911,-93.711975,0.79,0.763,0.825,1.0,4,4,0.0-0.1m,0.011,0.03,0.024,False,True,,good
88446eb5d7fffff,30.029096,-94.516962,0.7533,0.57,0.88,1.0,6,6,,,,,False,True,,good
88446c4b01fffff,29.655471,-94.379132,1.0,1.0,1.0,1.0,6,6,0.3-0.6m,0.165,0.557,0.353,False,True,,good
88446c9183fffff,29.164569,-95.307605,0.68,0.632,0.728,0.4,2,5,,,,,False,True,,good
8848938285fffff,28.854588,-96.574165,0.63,0.528,0.76,0.4286,3,7,1.0-2.0m,0.115,2.739,1.473,False,True,,good
88446e8895fffff,29.78197,-93.97528,0.8075,0.756,0.877,0.6667,4,6,,,,,False,True,,good
