h3_index,lat,lon,hazard_probability_pct,hazard_probability_p10,hazard_probability_p90,confidence_overall,n_valid,n_total,depth_bin_m,depth_p10_m,depth_p90_m,depth_mean_m,is_perm_water,qa_flag,qa_reason,coverage_flag
88446ec6cbfffff,29.744808,-93.84003,0.628,0.592,0.662,1.0,5,5,0.1-0.3m,0.076,0.399,0.25,False,True,,good
88446825c7fffff,31.289935,-95.251766,0.31,0.31,0.31,0.1429,1,7,,,,,False,False,cloud,cloud
88489542c7fffff,27.676085,-97.254458,1.0,1.0,1.0,0.1667,1,6,,,,,False,False,cloud,cloud
884893b1a5fffff,29.127808,-96.739641,0.5243,0.428,0.658,1.0,7,7,0.3-0.6m,0.032,0.858,0.354,False,True,,good
88446e51c5fffff,29.907649,-93.373405,0.39,0.39,0.39,0.1667,1,6,0.1-0.3m,0.04,0.512,0.244,False,False,cloud,cloud
88446cb18dfffff,29.521004,-95.558169,0.435,0.407,0.463,0.3333,2,6,,,,,False,True,,good
88446c5ab3fffff,29.577149,-94.515854,1.0,1.0,1.0,1.0,5,5,1.0-2.0m,1.054,1.202,1.108,False,True,,good
88446d076bfffff,30.414601,-96.195721,0.528,0.422,0.636,0.8333,5,6,0.6-1.0m,0.362,1.06,0.764,False,True,,good
88446c9361fffff,29.034374,-95.277199,0.4875,0.383,0.594,1.0,4,4,,,,,False,True,,good
88489024cbfffff,28.602956,-96.936897,1.0,1.0,1.0,1.0,4,4,,,,,False,True,,good
88489aa887fffff,31.210828,-97.497667,0.57,0.57,0.57,0.1429,1,7,,,,,False,False,cloud,cloud
884469c255fffff,31.07698,-95.684423,0.64,0.64,0.64,0.2,1,5,1.0-2.0m,0.304,1.954,1.406,False,False,cloud,cloud
8848935721fffff,29.151036,-95.907066,0.47,0.422,0.518,0.4,2,5,1.0-2.0m,0.418,2.94,1.838,False,True,,good
88446c5709fffff,29.535844,-94.728667,0.6067,0.535,0.675,0.8571,6,7,0.6-1.0m,0.71,1.469,0.945,False,True,,good
88446ecd91fffff,29.891581,-93.571277,0.6975,0.614,0.783,1.0,4,4,0.3-0.6m,0.211,0.713,0.564,False,True,,good
8848931ac9fffff,29.104302,-96.220676,0.8,0.762,0.834,0.8,4,5,0.0-0.1m,0.013,0.209,0.095,False,True,,good
88446cc769fffff,29.302687,-94.909232,1.0,1.0,1.0,0.2,1,5,,,,,False,False,cloud,cloud
8848922e9dfffff,29.050638,-95.592278,0.3933,0.344,0.44,0.4286,3,7,,,,,False,True,,good
88446eaf65fffff,30.123563,-94.260338,0.484,0.458,0.51,0.8333,5,6,0.3-0.6m,0.28,0.883,0.536,False,True,,good
88446e02adfffff,30.034684,-93.908394,0.64,0.492,0.756,0.6667,4,6,0.3-0.6m,0.143,0.395,0.32,False,True,,good
88446e8e1dfffff,29.773049,-94.119221,0.8775,0.852,0.897,0.6667,4,6,0.3-0.6m,0.11,0.531,0.374,False,True,,good
88446aa315fffff,31.116707,-94.122698,0.5967,0.548,0.636,0.4286,3,7,>2.0m,0.668,4.416,2.487,False,True,,good
8844688dd7fffff,30.61167,-95.066549,0.34,0.34,0.34,0.1429,1,7,,,,,False,False,cloud,cloud
88446e54e1fffff,30.021321,-93.569868,0.726,0.592,0.874,0.7143,5,7,,,,,False,True,,good
88446d9913fffff,29.915926,-96.135301,0.43,0.43,0.43,0.1429,1,7,,,,,False,False,cloud,cloud
88446ec541fffff,29.745827,-93.691209,0.355,0.335,0.375,0.3333,2,6,,,,,False,True,,good
88446e1889fffff,29.974494,-93.767297,0.8233,0.814,0.83,0.4286,3,7,,,,,False,True,,good
8848930897fffff,29.375707,-96.168909,0.74,0.64,0.87,1.0,6,6,1.0-2.0m,0.571,1.381,1.016,False,True,,good
88446cb003fffff,29.481611,-95.601535,0.5717,0.53,0.615,0.8571,6,7,,,,,False,True,,good
88446ea715fffff,30.098459,-94.474414,0.606,0.554,0.698,1.0,5,5,,,,,False,True,,good
884468d629fffff,30.293602,-94.802344,0.66,0.66,0.66,0.1667,1,6,1.0-2.0m,0.804,1.481,1.287,False,False,cloud,cloud
88446c91d7fffff,29.156576,-95.322241,0.9117,0.82,1.0,1.0,6,6,0.1-0.3m,0.023,0.227,0.108,False,True,,good
88446e88e9fffff,29.743954,-93.949263,1.0,1.0,1.0,1.0,6,6,0.3-0.6m,0.149,0.856,0.541,False,True,,good
88446c82c1fffff,29.240016,-95.380724,0.6517,0.515,0.78,1.0,6,6,,,,,False,True,,good
8844632eddfffff,29.809037,-93.187855,0.58,0.58,0.58,0.1429,1,7,,,,,False,False,cloud,cloud
884890a2b7fffff,28.111618,-97.024568,0.88,0.784,0.976,0.4,2,5,,,,,False,True,,good
8848934681fffff,29.356566,-96.012201,0.85,0.714,0.952,1.0,5,5,1.0-2.0m,0.538,1.745,1.174,False,True,,good
8848914059fffff,28.824197,-97.034796,0.65,0.57,0.73,0.2857,2,7,>2.0m,0.464,4.696,2.75,False,True,,good
88446c44d7fffff,29.811073,-94.788962,0.78,0.676,0.854,0.8333,5,6,0.1-0.3m,0.277,0.277,0.267,False,True,,good
88446ecc07fffff,29.830471,-93.579521,0.4733,0.36,0.625,1.0,6,6,0.3-0.6m,0.121,0.713,0.489,False,True,,good
8848930a29fffff,29.245679,-96.127304,0.7833,0.635,0.935,1.0,6,6,0.6-1.0m,0.184,1.394,0.778,False,True,,good
884890a125fffff,28.094281,-96.858644,0.6167,0.57,0.666,0.75,3,4,0.1-0.3m,0.095,0.234,0.162,False,True,,good
88446e1039fffff,29.889583,-93.899021,0.53,0.53,0.53,0.1429,1,7,0.0-0.1m,0.001,0.012,0.006,False,False,cloud,cloud
88446d00a5fffff,30.439797,-96.100624,0.4275,0.393,0.476,0.5714,4,7,>2.0m,0.369,4.863,2.317,False,True,,good
88446c989dfffff,29.220258,-95.21511,0.4,0.354,0.442,0.5,3,6,0.6-1.0m,0.371,1.027,0.835,False,True,,good
884890b03bfffff,27.942062,-96.995053,0.48,0.406,0.558,0.5,3,6,,,,,False,True,,good
88446c6303fffff,29.97935,-94.815393,0.74,0.74,0.74,0.25,1,4,0.1-0.3m,0.048,0.366,0.206,False,True,,good
88446e8099fffff,29.719072,-94.162255,0.5833,0.558,0.606,0.5,3,6,,,,,False,True,,good
8848922119fffff,28.89117,-95.490426,0.9114,0.77,1.0,1.0,7,7,0.3-0.6m,0.177,0.65,0.493,False,True,,good
88446c7219fffff,29.81659,-94.934267,0.41,0.41,0.41,0.2,1,5,0.3-0.6m,0.23,0.968,0.52,False,False,cloud,cloud
884893ccbdfffff,29.101781,-96.024972,0.755,0.64,0.834,1.0,4,4,>2.0m,2.405,2.841,2.583,False,True,,good
88446d795dfffff,30.640403,-95.669312,0.5,0.448,0.544,0.5,3,6,,,,,False,True,,good
8848926437fffff,29.028599,-95.182285,0.4867,0.452,0.516,0.75,3,4,0.1-0.3m,0.055,0.155,0.127,False,True,,good
88446eb4a1fffff,30.03646,-94.54223,0.4833,0.368,0.632,0.75,3,4,,,,,False,True,,good
88489301d9fffff,29.280059,-96.284771,0.475,0.471,0.479,0.3333,2,6,0.1-0.3m,0.077,0.325,0.186,False,True,,good
88446e8757fffff,29.710764,-94.226668,0.8486,0.804,0.892,1.0,7,7,0.1-0.3m,0.218,0.226,0.219,False,True,,good
88446c9045fffff,29.079481,-95.32896,0.835,0.75,0.96,1.0,6,6,,,,,False,True,,good
88489236edfffff,28.800206,-95.750726,0.5,0.5,0.5,0.1429,1,7,0.1-0.3m,0.029,0.27,0.158,False,False,cloud,cloud
88446c904dfffff,29.071688,-95.333618,0.675,0.612,0.758,1.0,4,4,,,,,False,True,,good
88446c630bfffff,29.97162,-94.820106,0.37,0.37,0.37,0.1429,1,7,>2.0m,0.427,3.037,2.268,False,False,cloud,cloud
88446dad65fffff,30.515876,-96.465067,0.4817,0.41,0.555,1.0,6,6,0.3-0.6m,0.068,0.984,0.487,False,True,,good
88446d00adfffff,30.432008,-96.105307,0.4425,0.394,0.477,0.5714,4,7,1.0-2.0m,0.016,3.103,1.054,False,True,,good
884890a12dfffff,28.08637,-96.863205,0.4067,0.362,0.45,0.4286,3,7,0.1-0.3m,0.039,0.315,0.16,False,True,,good
88446e4b07fffff,30.045323,-93.168782,0.4533,0.404,0.5,0.5,3,6,0.1-0.3m,0.06,0.349,0.2,False,True,,good
88446ebb67fffff,29.86454,-94.152042,0.48,0.424,0.536,0.3333,2,6,,,,,False,True,,good
88446c9713fffff,29.176608,-95.467926,0.7733,0.7,0.83,1.0,6,6,,,,,False,True,,good
88446e8e25fffff,29.773507,-94.069489,0.7275,0.662,0.807,1.0,4,4,0.0-0.1m,0.043,0.178,0.097,False,True,,good
88446d7955fffff,30.648158,-95.664604,0.49,0.49,0.49,0.2,1,5,>2.0m,1.142,3.493,2.551,False,False,cloud,cloud
88446dd257fffff,29.790277,-95.912322,0.48,0.456,0.504,0.3333,2,6,1.0-2.0m,0.264,2.271,1.158,False,True,,good
884893ccb5fffff,29.109614,-96.020338,0.665,0.586,0.752,0.6667,4,6,>2.0m,1.98,2.952,2.437,False,True,,good
88446dc341fffff,29.931281,-95.798069,0.374,0.342,0.396,0.8333,5,6,,,,,False,True,,good
88446c69d1fffff,30.126861,-94.665661,0.42,0.388,0.452,0.5,3,6,0.1-0.3m,0.03,0.167,0.106,False,True,,good
88446c5abbfffff,29.569422,-94.520561,0.9757,0.916,1.0,1.0,7,7,1.0-2.0m,1.015,1.085,1.05,False,True,,good
88446e51cdfffff,29.900006,-93.378162,0.465,0.4,0.546,0.8,4,5,0.3-0.6m,0.048,0.797,0.395,False,True,,good
8848930f65fffff,29.336539,-96.192096,0.6757,0.574,0.786,1.0,7,7,0.6-1.0m,0.073,1.621,0.901,False,True,,good
88446eb317fffff,29.839413,-94.365509,0.39,0.39,0.39,0.1429,1,7,,,,,False,False,cloud,cloud
88446c4d27fffff,29.830681,-94.459988,1.0,1.0,1.0,1.0,6,6,,,,,False,True,,good
88446e94ebfffff,29.641074,-94.298994,0.864,0.736,1.0,0.8333,5,6,0.6-1.0m,0.312,2.169,0.91,False,True,,good
88446c8ec3fffff,29.409715,-95.357983,0.6225,0.559,0.688,1.0,4,4,0.1-0.3m,0.014,0.241,0.123,False,True,,good
88446e85d5fffff,29.810277,-94.224977,0.875,0.766,0.976,1.0,4,4,,,,,False,True,,good
884891562dfffff,28.726191,-97.180109,0.71,0.71,0.71,0.1429,1,7,,,,,False,False,cloud,cloud
8848936199fffff,29.68688,-96.053404,1.0,1.0,1.0,0.2,1,5,>2.0m,0.283,8.577,3.16,False,False,cloud,cloud
884892a5cbfffff,28.634672,-95.887739,0.63,0.586,0.682,0.75,3,4,0.3-0.6m,0.451,0.498,0.477,False,True,,good
884893436dfffff,29.178355,-95.733067,0.4033,0.372,0.444,0.4286,3,7,>2.0m,1.123,5.311,2.577,False,True,,good
88446c4355fffff,29.591815,-94.566202,1.0,1.0,1.0,1.0,5,5,0.6-1.0m,0.645,1.136,0.949,False,True,,good
8848936b6bfffff,29.614914,-95.838603,0.6683,0.465,0.875,1.0,6,6,0.3-0.6m,0.214,0.764,0.554,False,True,,good
884468d4a7fffff,30.416149,-94.796987,0.51,0.51,0.51,0.1429,1,7,0.6-1.0m,0.458,0.874,0.731,False,False,cloud,cloud
8848922111fffff,28.898979,-95.485781,0.9267,0.82,1.0,1.0,6,6,,,,,False,True,,good
88446e8091fffff,29.726772,-94.15753,0.975,0.93,1.0,1.0,4,4,,,,,False,True,,good
8844688939fffff,30.468886,-94.864397,0.4633,0.46,0.468,0.4286,3,7,1.0-2.0m,0.043,6.823,1.98,False,True,,good
88446dd0cdfffff,29.867602,-95.895853,0.48,0.48,0.48,0.1667,1,6,,,,,False,False,cloud,cloud
88446c775dfffff,29.899913,-95.002675,0.5667,0.43,0.72,0.8571,6,7,,,,,False,True,,good
88446c9895fffff,29.22804,-95.210441,0.455,0.451,0.459,0.3333,2,6,0.1-0.3m,0.019,0.22,0.106,False,True,,good
8848935949fffff,29.120009,-95.590373,0.6625,0.51,0.805,1.0,4,4,1.0-2.0m,0.966,1.22,1.1,False,True,,good
884895505bfffff,27.521089,-97.245474,0.62,0.62,0.62,0.1667,1,6,0.0-0.1m,0.0,0.001,0.001,False,False,cloud,cloud
8848915321fffff,28.63285,-96.968694,0.6333,0.6,0.67,1.0,6,6,,,,,False,True,,good
88446c5931fffff,29.571297,-94.371269,1.0,1.0,1.0,1.0,6,6,0.6-1.0m,0.72,0.988,0.884,False,True,,good
884891440bfffff,28.943703,-97.162516,0.4867,0.44,0.536,0.75,3,4,>2.0m,0.835,6.447,3.707,False,True,,good
88446c4a1bfffff,29.669581,-94.47926,0.8283,0.705,0.91,1.0,6,6,0.1-0.3m,0.025,0.305,0.162,False,True,,good
8848933b1dfffff,29.462516,-96.384691,0.7167,0.485,0.92,1.0,6,6,0.1-0.3m,0.059,0.396,0.233,False,True,,good
8844684ce1fffff,30.978047,-94.369744,0.505,0.443,0.551,1.0,4,4,>2.0m,0.644,7.79,3.985,False,True,,good
884893c9a9fffff,28.984081,-95.799154,0.525,0.449,0.601,0.5,2,4,,,,,False,True,,good
88446eb18dfffff,29.916145,-94.348181,0.9857,0.96,1.0,1.0,7,7,,,,,False,True,,good
88446e04d5fffff,30.18636,-94.062658,0.4033,0.356,0.444,0.6,3,5,0.3-0.6m,0.099,0.624,0.327,False,True,,good
88446e1031fffff,29.89726,-93.89428,0.63,0.63,0.63,0.1667,1,6,,,,,False,False,cloud,cloud
8848930a21fffff,29.253513,-96.122669,0.5833,0.575,0.595,1.0,6,6,0.6-1.0m,0.094,1.419,0.77,False,True,,good
88446e844bfffff,29.741059,-94.25754,0.8629,0.68,1.0,1.0,7,7,0.3-0.6m,0.066,0.797,0.42,False,True,,good
8848902db9fffff,28.704275,-96.681544,0.46,0.43,0.502,0.5,3,6,>2.0m,0.945,4.655,3.45,False,True,,good
8848931937fffff,29.170209,-96.063387,0.606,0.452,0.75,1.0,5,5,1.0-2.0m,0.324,3.866,1.977,False,True,,good
88446c6f0dfffff,30.125463,-94.775863,0.55,0.55,0.55,0.1429,1,7,,,,,False,False,cloud,cloud
88446e5709fffff,29.922333,-93.522507,0.7,0.63,0.788,0.8333,5,6,0.3-0.6m,0.222,0.713,0.584,False,True,,good
88446cd4edfffff,29.247299,-95.001754,0.5267,0.522,0.53,0.5,3,6,0.6-1.0m,0.71,0.71,0.71,False,True,,good
8848914051fffff,28.832096,-97.030213,0.8625,0.79,0.929,1.0,4,4,1.0-2.0m,0.374,2.967,1.458,False,True,,good
88446cb22bfffff,29.427467,-95.614144,0.588,0.528,0.642,1.0,5,5,0.6-1.0m,0.371,0.865,0.644,False,True,,good
884468a5dbfffff,30.918868,-95.519769,0.5133,0.466,0.554,0.5,3,6,1.0-2.0m,0.786,2.335,1.708,False,True,,good
88446c84e9fffff,29.399692,-95.472656,0.8367,0.744,0.928,0.75,3,4,,,,,False,True,,good
88446dcf43fffff,30.10089,-95.775741,0.4867,0.398,0.566,0.75,3,4,1.0-2.0m,0.442,2.362,1.514,False,True,,good
88446c75d3fffff,30.022399,-95.017596,0.55,0.474,0.634,0.75,3,4,,,,,False,True,,good
8848915197fffff,28.755153,-97.015789,0.82,0.72,0.935,1.0,6,6,0.6-1.0m,0.194,1.399,0.863,False,True,,good
88446c4891fffff,29.776912,-94.473066,0.45,0.365,0.54,1.0,6,6,,,,,False,True,,good
88446e308dfffff,30.29236,-94.185976,0.345,0.341,0.349,0.3333,2,6,,,,,False,True,,good
8844632ed5fffff,29.816671,-93.183096,0.69,0.69,0.69,0.25,1,4,0.0-0.1m,0.053,0.151,0.099,False,True,,good
884468d9e3fffff,30.343758,-94.422965,0.615,0.603,0.627,0.3333,2,6,,,,,False,True,,good
8848930c51fffff,29.395765,-96.285606,0.8525,0.69,0.973,1.0,4,4,,,,,False,True,,good
88446c82b9fffff,29.278556,-95.377377,0.4933,0.474,0.514,0.4286,3,7,,,,,False,True,,good
88446ea0edfffff,30.061326,-94.368137,0.9143,0.718,1.0,1.0,7,7,,,,,False,True,,good
8848903b45fffff,28.290609,-96.54948,0.715,0.687,0.743,0.3333,2,6,0.0-0.1m,0.016,0.022,0.02,False,True,,good
88446e82c1fffff,29.634758,-94.174434,1.0,1.0,1.0,1.0,4,4,1.0-2.0m,0.867,1.45,1.327,False,True,,good
88446e88e1fffff,29.751639,-93.94453,1.0,1.0,1.0,0.8,4,5,0.6-1.0m,0.44,1.004,0.737,False,True,,good
88446c6d83fffff,30.247811,-94.790553,0.365,0.345,0.385,0.2857,2,7,0.3-0.6m,0.248,0.8,0.524,False,True,,good
88446c4f57fffff,29.760736,-94.542339,0.715,0.584,0.842,1.0,4,4,,,,,False,True,,good
8848934059fffff,29.237798,-95.825965,0.7225,0.544,0.887,1.0,4,4,1.0-2.0m,0.973,2.135,1.424,False,True,,good
88446e4669fffff,30.067214,-93.541321,0.4667,0.385,0.565,1.0,6,6,,,,,False,True,,good
88446d99b1fffff,29.96963,-96.143024,0.5625,0.519,0.608,1.0,4,4,,,,,False,True,,good
88446c4041fffff,29.629793,-94.592496,0.836,0.794,0.88,1.0,5,5,0.6-1.0m,0.329,1.032,0.603,False,True,,good
88446d4d9dfffff,30.61173,-95.556623,0.56,0.544,0.576,0.3333,2,6,>2.0m,0.36,4.825,2.271,False,True,,good
88446e1927fffff,29.944733,-93.627338,0.505,0.416,0.578,1.0,4,4,0.3-0.6m,0.207,0.713,0.55,False,True,,good
88446e096bfffff,30.074525,-93.616052,0.8083,0.75,0.865,0.8571,6,7,0.1-0.3m,0.086,0.176,0.155,False,True,,good
88489265b9fffff,29.067524,-95.15897,0.625,0.581,0.669,0.3333,2,6,0.3-0.6m,0.014,0.662,0.494,False,True,,good
88446e8987fffff,29.775001,-93.890592,0.7633,0.732,0.788,0.6,3,5,,,,,False,True,,good
88446e1881fffff,29.982159,-93.762548,0.93,0.874,0.986,0.75,3,4,0.1-0.3m,0.018,0.602,0.247,False,True,,good
8848922a07fffff,28.893386,-95.39084,0.48,0.48,0.48,0.1667,1,6,0.6-1.0m,0.686,0.9,0.83,False,False,cloud,cloud
88446ec539fffff,29.784045,-93.687334,0.505,0.35,0.665,1.0,6,6,,,,,False,True,,good
88446c7449fffff,29.937853,-95.029256,0.5475,0.489,0.58,0.5714,4,7,>2.0m,2.415,3.084,2.749,False,True,,good
8848954d47fffff,27.845458,-97.089472,0.83,0.83,0.83,0.1429,1,7,,,,,False,False,cloud,cloud
8848932187fffff,29.674888,-96.51686,0.475,0.463,0.487,0.3333,2,6,1.0-2.0m,0.649,1.94,1.25,False,True,,good
884891500dfffff,28.669607,-97.026021,0.76,0.692,0.852,0.375,3,8,0.1-0.3m,0.102,0.493,0.3,False,True,,good
884890a355fffff,28.021631,-96.939557,0.7933,0.666,0.946,0.5,3,6,0.1-0.3m,0.03,0.416,0.188,False,True,,good
88446ecca5fffff,29.883876,-93.585948,0.7443,0.666,0.82,1.0,7,7,0.3-0.6m,0.145,0.713,0.543,False,True,,good
88489319ddfffff,29.176211,-96.128901,0.7733,0.68,0.885,1.0,6,6,,,,,False,True,,good
884891c06dfffff,28.43081,-97.203169,0.4733,0.418,0.538,0.75,3,4,0.1-0.3m,0.038,0.286,0.175,False,True,,good
8848930ac7fffff,29.282748,-96.184389,0.698,0.57,0.872,0.8333,5,6,>2.0m,2.474,3.428,2.928,False,True,,good
88446e10d7fffff,29.927377,-93.954891,0.685,0.659,0.707,0.6667,4,6,0.6-1.0m,0.088,1.45,0.717,False,True,,good
8848938a3dfffff,28.876301,-96.364629,0.505,0.469,0.541,0.3333,2,6,,,,,False,True,,good
88446e8137fffff,29.689791,-94.022114,1.0,1.0,1.0,1.0,4,4,,,,,False,True,,good
88446da821fffff,30.432982,-96.394634,0.76,0.623,0.905,0.5714,4,7,1.0-2.0m,1.048,1.793,1.489,False,True,,good
88446e54d9fffff,30.021094,-93.619533,0.6929,0.61,0.75,1.0,7,7,0.1-0.3m,0.022,0.318,0.159,False,True,,good
884890aa1bfffff,28.102193,-96.854082,0.8629,0.666,1.0,1.0,7,7,0.0-0.1m,0.015,0.05,0.048,False,True,,good
88446c4dcdfffff,29.837559,-94.525118,0.8025,0.708,0.907,1.0,4,4,0.6-1.0m,0.538,0.836,0.7,False,True,,good
88489320a3fffff,29.681047,-96.572761,0.47,0.47,0.47,0.1429,1,7,>2.0m,0.897,3.995,2.211,False,False,cloud,cloud
88446ccd43fffff,29.42074,-94.729359,0.635,0.527,0.743,0.2857,2,7,0.1-0.3m,0.075,0.228,0.159,False,True,,good
88489264d5fffff,29.042775,-95.24266,0.6733,0.614,0.718,0.6,3,5,0.1-0.3m,0.119,0.144,0.135,False,True,,good
88446e0887fffff,30.150294,-93.727621,0.37,0.352,0.392,0.375,3,8,,,,,False,True,,good
884468143bfffff,30.741911,-95.056714,0.43,0.43,0.43,0.1667,1,6,0.6-1.0m,0.13,1.22,0.63,False,False,cloud,cloud
88446c8b09fffff,29.26085,-95.102019,0.4625,0.42,0.511,1.0,4,4,0.1-0.3m,0.017,0.273,0.154,False,True,,good
88446ddb45fffff,29.826902,-95.642222,0.958,0.886,1.0,1.0,5,5,,,,,False,True,,good
88489372d7fffff,29.460288,-96.178149,0.41,0.402,0.418,0.4,2,5,0.1-0.3m,0.1,0.405,0.243,False,True,,good
8848902255fffff,28.406709,-96.78571,0.6433,0.618,0.666,0.4286,3,7,0.0-0.1m,0.0,0.0,0.0,False,True,,good
88446ea047fffff,30.015539,-94.356574,1.0,1.0,1.0,1.0,4,4,,,,,False,True,,good
884893093dfffff,29.31744,-96.035414,0.6625,0.466,0.873,1.0,4,4,,,,,False,True,,good
88446eaf5dfffff,30.123093,-94.310284,0.4,0.384,0.416,0.2857,2,7,0.6-1.0m,0.467,1.591,0.889,False,True,,good
88446e8ec3fffff,29.803359,-94.150059,0.515,0.471,0.559,0.5,2,4,,,,,False,True,,good
884890291bfffff,28.546664,-96.527892,0.5825,0.532,0.631,1.0,4,4,,,,,False,True,,good
884892202dfffff,28.883135,-95.505032,1.0,1.0,1.0,1.0,6,6,0.1-0.3m,0.029,0.19,0.118,False,True,,good
88446c7985fffff,29.973758,-94.660003,0.57,0.57,0.57,0.2,1,5,0.1-0.3m,0.033,0.26,0.159,False,False,cloud,cloud
88446325a1fffff,29.83185,-93.213126,0.75,0.68,0.832,0.75,3,4,0.0-0.1m,0.062,0.068,0.065,False,True,,good
884892aeb9fffff,28.675414,-95.804849,0.7514,0.642,0.874,1.0,7,7,0.0-0.1m,0.006,0.202,0.081,False,True,,good
88446ecd89fffff,29.868757,-93.555773,0.755,0.735,0.775,0.2857,2,7,0.6-1.0m,0.255,0.713,0.606,False,True,,good
88446e526bfffff,29.808243,-93.435219,0.895,0.891,0.899,0.4,2,5,,,,,False,True,,good
88446c4c43fffff,29.798713,-94.568658,0.6133,0.476,0.732,0.6,3,5,,,,,False,True,,good
884893dae7fffff,28.757222,-95.923456,0.55,0.55,0.55,0.1429,1,7,0.3-0.6m,0.077,0.973,0.552,False,False,cloud,cloud
88446e1613fffff,29.949132,-94.099972,0.6133,0.502,0.766,0.75,3,4,0.0-0.1m,0.028,0.09,0.056,False,True,,good
88489338edfffff,29.538728,-96.418879,0.6217,0.495,0.715,0.8571,6,7,0.1-0.3m,0.111,0.434,0.231,False,True,,good
88446e9589fffff,29.64933,-94.244538,0.8775,0.845,0.9,1.0,4,4,0.3-0.6m,0.08,0.819,0.522,False,True,,good
8848923609fffff,28.76181,-95.743979,1.0,1.0,1.0,0.8333,5,6,,,,,False,True,,good
88446c804bfffff,29.241238,-95.320829,0.5833,0.446,0.686,0.75,3,4,0.3-0.6m,0.03,0.84,0.356,False,True,,good
884893714dfffff,29.433548,-96.015925,0.58,0.548,0.612,0.5,2,4,0.1-0.3m,0.028,0.225,0.119,False,True,,good
88446c5701fffff,29.543585,-94.723969,0.52,0.448,0.592,0.5,2,4,1.0-2.0m,0.894,1.43,1.129,False,True,,good
88489020cbfffff,28.499467,-96.790766,0.495,0.453,0.537,1.0,4,4,0.0-0.1m,0.012,0.166,0.086,False,True,,good
88446e3b05fffff,30.24834,-93.934852,0.465,0.461,0.469,0.5,2,4,,,,,False,True,,good
88446ec991fffff,29.785373,-93.429669,0.7667,0.738,0.794,0.5,3,6,0.3-0.6m,0.116,0.607,0.333,False,True,,good
88446e0dc3fffff,30.233781,-93.814735,0.435,0.383,0.487,0.2857,2,7,,,,,False,True,,good
884468b719fffff,30.665789,-95.533748,0.6,0.6,0.6,0.1667,1,6,>2.0m,0.529,4.391,2.507,False,False,cloud,cloud
88489024c3fffff,28.610857,-96.932319,0.9375,0.892,0.985,1.0,4,4,0.6-1.0m,0.274,0.873,0.645,False,True,,good
8848937545fffff,29.545621,-96.15723,0.45,0.45,0.45,0.4,2,5,,,,,False,True,,good
88446c9627fffff,29.168594,-95.482567,0.5367,0.472,0.592,0.5,3,6,,,,,False,True,,good
88446e8d39fffff,29.835273,-94.001793,1.0,1.0,1.0,1.0,5,5,1.0-2.0m,0.385,1.45,1.124,False,True,,good
8848922db9fffff,29.11486,-95.475227,0.5467,0.435,0.64,1.0,6,6,0.6-1.0m,0.535,1.484,0.846,False,True,,good
8848937813fffff,29.543232,-95.94078,0.555,0.527,0.583,0.3333,2,6,0.0-0.1m,0.019,0.106,0.059,False,True,,good
8848922aebfffff,28.923508,-95.422034,0.675,0.649,0.701,1.0,4,4,0.3-0.6m,0.151,0.45,0.335,False,True,,good
884893845bfffff,28.951373,-96.694856,0.4633,0.452,0.476,0.5,3,6,0.0-0.1m,0.016,0.016,0.016,False,True,,good
88446c68e5fffff,30.119022,-94.6804,0.41,0.41,0.41,0.1667,1,6,0.0-0.1m,0.006,0.034,0.02,False,False,cloud,cloud
88446c9359fffff,29.033341,-95.327009,0.51,0.36,0.656,0.6,3,5,0.3-0.6m,0.11,0.583,0.348,False,True,,good
884890b61dfffff,27.97391,-97.181759,0.76,0.744,0.776,0.4,2,5,0.3-0.6m,0.147,0.413,0.366,False,True,,good
8844632417fffff,29.793522,-93.286368,0.53,0.53,0.53,0.1667,1,6,0.0-0.1m,0.019,0.169,0.084,False,False,cloud,cloud
88446e50e1fffff,29.915085,-93.428106,0.9525,0.901,0.994,0.6667,4,6,0.6-1.0m,0.519,0.713,0.667,False,True,,good
88489541e3fffff,27.742696,-97.138527,0.565,0.513,0.617,0.5,2,4,0.1-0.3m,0.03,0.375,0.166,False,True,,good
88446c4ab9fffff,29.723129,-94.486132,0.5317,0.415,0.715,1.0,6,6,,,,,False,True,,good
884893d95dfffff,28.751968,-95.828351,0.7533,0.644,0.852,0.5,3,6,,,,,False,True,,good
88446ea897fffff,30.162006,-94.236642,0.692,0.468,0.842,0.8333,5,6,0.6-1.0m,0.065,1.698,0.648,False,True,,good
88446eb22bfffff,29.82366,-94.404866,0.4583,0.365,0.55,1.0,6,6,,,,,False,True,,good
88446ea315fffff,29.992849,-94.330833,0.75,0.64,0.855,1.0,6,6,,,,,False,True,,good
884468aec9fffff,30.897427,-95.422479,0.5375,0.466,0.607,1.0,4,4,0.3-0.6m,0.08,0.825,0.417,False,True,,good
88446e84e9fffff,29.794568,-94.264305,1.0,1.0,1.0,1.0,7,7,,,,,False,True,,good
884890611bfffff,28.502124,-96.210709,0.53,0.53,0.53,0.25,1,4,,,,,False,True,,good
884893b19dfffff,29.12624,-96.789913,0.355,0.351,0.359,0.3333,2,6,,,,,False,True,,good
88489360adfffff,29.678821,-96.068121,0.755,0.751,0.759,0.3333,2,6,>2.0m,1.821,4.993,4.046,False,True,,good
88446e1a0bfffff,29.875193,-93.769375,0.895,0.883,0.907,1.0,4,4,0.3-0.6m,0.079,0.708,0.376,False,True,,good
