h3_index,lat,lon,hazard_probability_pct,hazard_probability_p10,hazard_probability_p90,confidence_overall,n_valid,n_total,depth_bin_m,depth_p10_m,depth_p90_m,depth_mean_m,is_perm_water,qa_flag,qa_reason,coverage_flag
8848931ad3fffff,29.134586,-96.242269,0.69,0.602,0.778,0.2857,2,7,0.3-0.6m,0.183,0.475,0.355,False,True,,good
88446c9a31fffff,29.128426,-95.191369,0.9975,0.994,1.0,1.0,8,8,0.3-0.6m,0.048,0.815,0.329,False,True,,good
88446c8b1bfffff,29.283432,-95.12788,0.8729,0.778,0.97,1.0,7,7,,,,,False,True,,good
8848932199fffff,29.674049,-96.547125,0.62,0.604,0.636,0.2857,2,7,0.6-1.0m,0.142,1.698,0.832,False,True,,good
88446cb00dfffff,29.46645,-95.590829,0.4367,0.424,0.448,0.75,3,4,0.6-1.0m,0.274,1.098,0.752,False,True,,good
88489382e3fffff,28.847022,-96.568747,0.7725,0.583,0.936,1.0,4,4,>2.0m,0.088,7.438,2.316,False,True,,good
88446c82cbfffff,29.239809,-95.390709,0.8657,0.72,1.0,1.0,7,7,,,,,False,True,,good
88489e79b7fffff,30.334881,-96.902908,0.53,0.53,0.53,0.1667,1,6,0.6-1.0m,0.461,1.249,0.864,False,False,cloud,cloud
8848931949fffff,29.108053,-96.080417,0.565,0.497,0.633,0.2857,2,7,0.3-0.6m,0.357,0.71,0.54,False,True,,good
8848930a33fffff,29.275968,-96.148887,1.0,1.0,1.0,1.0,7,7,0.3-0.6m,0.198,0.697,0.43,False,True,,good
88446c98a7fffff,29.228808,-95.170555,0.63,0.63,0.63,0.1429,1,7,0.0-0.1m,0.017,0.212,0.097,False,False,cloud,cloud
8848937a93fffff,29.541543,-96.011099,0.496,0.412,0.6,0.7143,5,7,0.0-0.1m,0.08,0.092,0.086,False,True,,good
8848914729fffff,28.89186,-97.09403,0.53,0.53,0.53,0.2,1,5,>2.0m,1.185,8.089,5.208,False,False,cloud,cloud
884893ccc7fffff,29.070704,-96.033492,0.44,0.44,0.44,0.1429,1,7,>2.0m,0.894,7.342,3.495,False,False,cloud,cloud
88446c9843fffff,29.144186,-95.172074,0.9,0.9,0.9,0.2,1,5,0.1-0.3m,0.045,0.815,0.286,False,False,cloud,cloud
88446c9057fffff,29.102031,-95.354862,0.8425,0.746,0.957,1.0,4,4,,,,,False,True,,good
88446c8141fffff,29.242825,-95.241002,0.558,0.456,0.68,0.7143,5,7,1.0-2.0m,0.738,2.006,1.456,False,True,,good
88489318e5fffff,29.175681,-96.148949,0.9225,0.823,1.0,1.0,8,8,,,,,False,True,,good
88489308a9fffff,29.353513,-96.132623,0.93,0.864,1.0,1.0,7,7,,,,,False,True,,good
884893c59dfffff,29.036698,-96.152115,0.67,0.627,0.697,0.5714,4,7,0.1-0.3m,0.036,0.52,0.274,False,True,,good
88446c971dfffff,29.161441,-95.457274,0.49,0.49,0.49,0.1429,1,7,1.0-2.0m,1.114,1.778,1.373,False,False,cloud,cloud
8848934627fffff,29.319684,-95.945168,0.8617,0.765,0.97,1.0,6,6,,,,,False,True,,good
8848930059fffff,29.22515,-96.31717,0.69,0.69,0.69,0.1429,1,7,,,,,False,False,cloud,cloud
88489370b9fffff,29.530987,-96.126303,0.56,0.472,0.632,0.75,3,4,0.3-0.6m,0.159,0.82,0.518,False,True,,good
88489361a3fffff,29.695657,-96.008502,0.75,0.74,0.764,0.75,3,4,0.6-1.0m,0.201,1.518,0.943,False,True,,good
88489022e7fffff,28.460987,-96.783659,0.49,0.49,0.49,0.25,1,4,0.0-0.1m,0.014,0.126,0.066,False,True,,good
88446c8267fffff,29.202905,-95.314215,0.71,0.71,0.71,0.25,1,4,,,,,False,True,,good
8848917157fffff,29.049094,-97.249369,0.685,0.649,0.721,0.5,2,4,>2.0m,0.972,14.872,6.149,False,True,,good
8848916241fffff,29.132156,-97.309826,0.8175,0.734,0.895,1.0,4,4,,,,,False,True,,good
8848935953fffff,29.150335,-95.611726,0.845,0.833,0.857,0.3333,2,6,>2.0m,1.294,7.215,4.675,False,True,,good
884891532bfffff,28.632506,-96.978718,0.745,0.63,0.86,0.8571,6,7,,,,,False,True,,good
8848914415fffff,28.95916,-97.163412,0.8888,0.84,0.951,1.0,8,8,>2.0m,0.512,7.244,4.06,False,True,,good
8848933b27fffff,29.471448,-96.339812,0.39,0.39,0.39,0.1667,1,6,0.6-1.0m,0.403,1.255,0.823,False,False,cloud,cloud
884893c9b3fffff,29.014395,-95.820563,0.4933,0.418,0.57,0.75,3,4,,,,,False,True,,good
8848932135fffff,29.637624,-96.46945,0.6833,0.538,0.826,0.375,3,8,>2.0m,0.626,2.956,2.034,False,True,,good
884893a337fffff,29.205284,-96.73379,0.6033,0.498,0.69,0.5,3,6,,,,,False,True,,good
88446c9409fffff,29.199359,-95.483911,0.53,0.516,0.54,0.8,4,5,0.1-0.3m,0.072,0.638,0.265,False,True,,good
88489151a1fffff,28.741062,-96.974778,0.7033,0.7,0.708,0.5,3,6,0.6-1.0m,0.41,1.425,0.921,False,True,,good
88489348b3fffff,29.395607,-95.662828,0.695,0.539,0.851,0.3333,2,6,,,,,False,True,,good
8848936ca3fffff,29.856328,-96.051611,0.6386,0.552,0.704,1.0,7,7,,,,,False,True,,good
8848922249fffff,28.796722,-95.576007,0.61,0.466,0.754,0.2857,2,7,0.3-0.6m,0.122,0.577,0.402,False,True,,good
884893c829fffff,28.929299,-95.831603,0.72,0.557,0.847,0.5714,4,7,1.0-2.0m,0.966,3.213,1.772,False,True,,good
8848902b37fffff,28.508202,-96.520877,0.43,0.43,0.43,0.25,1,4,0.1-0.3m,0.03,0.312,0.164,False,True,,good
8848906891fffff,28.612441,-96.136247,0.45,0.45,0.45,0.1667,1,6,0.0-0.1m,0.004,0.004,0.004,False,False,cloud,cloud
8848930c5bfffff,29.395495,-96.295657,0.9375,0.873,1.0,1.0,4,4,,,,,False,True,,good
88489ed6c7fffff,29.519733,-97.292389,0.68,0.648,0.712,0.3333,2,6,0.1-0.3m,0.034,0.426,0.246,False,True,,good
8848906f57fffff,28.595018,-96.205327,0.64,0.456,0.892,0.5714,4,7,,,,,False,True,,good
8848930b59fffff,29.230795,-96.106491,0.595,0.484,0.674,1.0,4,4,>2.0m,0.435,9.55,4.917,False,True,,good
884893040bfffff,29.345114,-96.44408,0.49,0.49,0.49,0.25,1,4,1.0-2.0m,0.951,1.734,1.351,False,True,,good
8848939297fffff,28.713744,-96.626885,0.41,0.41,0.41,0.2,1,5,,,,,False,False,cloud,cloud
884893c727fffff,28.937706,-96.102159,0.53,0.467,0.577,0.6667,4,6,,,,,False,True,,good
88489005bdfffff,28.274183,-96.578586,0.84,0.84,0.84,0.2,1,5,0.0-0.1m,0.013,0.076,0.046,False,False,cloud,cloud
8848934729fffff,29.305751,-95.884302,0.8025,0.761,0.838,1.0,4,4,1.0-2.0m,0.289,1.786,1.018,False,True,,good
884893389bfffff,29.575723,-96.476296,0.475,0.407,0.543,0.2857,2,7,0.1-0.3m,0.118,0.364,0.276,False,True,,good
88446cd59dfffff,29.278541,-94.97308,0.645,0.641,0.649,0.5,2,4,,,,,False,True,,good
88489230d7fffff,28.772555,-95.619795,0.812,0.774,0.862,0.7143,5,7,0.3-0.6m,0.135,0.577,0.349,False,True,,good
884893cd65fffff,29.020232,-95.89588,0.645,0.456,0.814,0.5714,4,7,0.1-0.3m,0.016,0.408,0.143,False,True,,good
88446c9307fffff,29.057135,-95.293108,0.8025,0.638,0.917,0.5714,4,7,,,,,False,True,,good
88489372e1fffff,29.445919,-96.13719,0.52,0.52,0.52,0.25,1,4,>2.0m,0.468,4.141,2.238,False,True,,good
884890a1d5fffff,28.129965,-96.945583,0.36,0.36,0.36,0.1667,1,6,,,,,False,False,cloud,cloud
88446cd413fffff,29.239352,-95.016392,0.835,0.831,0.839,0.2857,2,7,0.0-0.1m,0.002,0.002,0.002,False,True,,good
884893c515fffff,28.991528,-96.109802,0.585,0.565,0.605,0.5,2,4,0.1-0.3m,0.071,0.52,0.293,False,True,,good
8848907493fffff,28.501572,-96.485517,1.0,1.0,1.0,0.2,1,5,,,,,False,False,cloud,cloud
884893b14bfffff,29.042436,-96.750088,0.56,0.484,0.64,1.0,4,4,>2.0m,1.115,3.507,2.18,False,True,,good
88489379a7fffff,29.591498,-95.852583,0.7267,0.566,0.846,0.5,3,6,1.0-2.0m,0.149,6.36,1.986,False,True,,good
88489340ebfffff,29.291796,-95.823473,0.5225,0.471,0.56,1.0,4,4,0.6-1.0m,0.093,2.73,0.895,False,True,,good
8848935001fffff,29.091402,-95.824148,0.445,0.393,0.497,0.2857,2,7,0.3-0.6m,0.052,1.875,0.558,False,True,,good
88446c8055fffff,29.256611,-95.321479,0.726,0.606,0.828,0.8333,5,6,,,,,False,True,,good
884890af61fffff,28.178852,-96.878291,0.35,0.35,0.35,0.25,1,4,,,,,False,True,,good
884893532bfffff,29.046416,-95.772032,0.53,0.53,0.53,0.2,1,5,0.0-0.1m,0.029,0.029,0.029,False,False,cloud,cloud
8848900e95fffff,28.275796,-96.52873,0.33,0.33,0.33,0.25,1,4,,,,,False,True,,good
8848936e2dfffff,29.733517,-96.035529,0.7967,0.726,0.87,0.75,3,4,1.0-2.0m,0.343,2.218,1.481,False,True,,good
8848938c59fffff,29.003186,-96.516726,0.58,0.478,0.71,0.4286,3,7,1.0-2.0m,0.432,3.474,1.799,False,True,,good
88489144b3fffff,29.027839,-97.192621,0.8075,0.682,0.887,1.0,4,4,>2.0m,0.621,6.454,3.407,False,True,,good
884893d967fffff,28.760812,-95.783847,1.0,1.0,1.0,1.0,7,7,0.1-0.3m,0.018,0.194,0.116,False,True,,good
8848930e83fffff,29.409818,-96.336656,0.852,0.704,0.942,1.0,5,5,,,,,False,True,,good
884893428bfffff,29.251988,-95.876752,0.9667,0.92,1.0,0.6,3,5,0.1-0.3m,0.06,0.249,0.159,False,True,,good
88489e5129fffff,29.822379,-96.757488,0.602,0.532,0.68,0.8333,5,6,0.3-0.6m,0.093,0.833,0.364,False,True,,good
884895404dfffff,27.663309,-97.18387,0.34,0.34,0.34,0.1429,1,7,,,,,False,False,cloud,cloud
88446c94a7fffff,29.276261,-95.487274,0.56,0.56,0.56,0.1429,1,7,,,,,False,False,cloud,cloud
884893493bfffff,29.336276,-95.559977,0.57,0.518,0.614,0.6,3,5,,,,,False,True,,good
8848954f63fffff,27.79824,-97.106758,0.6,0.488,0.712,0.2857,2,7,0.1-0.3m,0.054,0.277,0.198,False,True,,good
8848935867fffff,29.1423,-95.626367,0.525,0.485,0.561,0.6667,4,6,>2.0m,0.62,7.261,4.858,False,True,,good
8848934951fffff,29.305079,-95.578613,0.66,0.502,0.854,0.6667,4,6,,,,,False,True,,good
88446c9491fffff,29.275187,-95.537251,1.0,1.0,1.0,1.0,4,4,0.1-0.3m,0.15,0.257,0.21,False,True,,good
8848935017fffff,29.114136,-95.840225,0.628,0.61,0.65,1.0,5,5,0.0-0.1m,0.011,0.102,0.049,False,True,,good
8848934101fffff,29.255545,-95.72659,0.57,0.57,0.57,0.1429,1,7,,,,,False,False,cloud,cloud
88446cb2bdfffff,29.488107,-95.656993,0.47,0.47,0.47,0.1429,1,7,,,,,False,False,cloud,cloud
88489304a9fffff,29.398923,-96.451921,0.48,0.48,0.48,0.1667,1,6,,,,,False,False,cloud,cloud
88446cb149fffff,29.444558,-95.534728,0.65,0.605,0.69,0.8571,6,7,,,,,False,True,,good
884893061dfffff,29.297723,-96.481883,0.54,0.54,0.54,0.1667,1,6,,,,,False,False,cloud,cloud
88446c931dfffff,29.056723,-95.313036,0.6,0.592,0.608,0.2857,2,7,,,,,False,True,,good
88489e5113fffff,29.844167,-96.804286,0.37,0.37,0.37,0.25,1,4,>2.0m,1.126,5.981,2.836,False,True,,good
8848937509fffff,29.560762,-96.168053,0.55,0.494,0.606,0.3333,2,6,,,,,False,True,,good
8848916ee1fffff,29.357068,-97.297908,0.58,0.58,0.58,0.1429,1,7,1.0-2.0m,0.376,3.666,1.935,False,False,cloud,cloud
884893d101fffff,28.709382,-95.981113,0.858,0.738,0.976,1.0,5,5,0.1-0.3m,0.091,0.34,0.276,False,True,,good
88489a7205fffff,31.272195,-96.956539,0.44,0.44,0.44,0.2,1,5,1.0-2.0m,0.139,4.503,1.588,False,False,cloud,cloud
884891c115fffff,28.470771,-97.170342,0.8143,0.552,0.964,1.0,7,7,0.3-0.6m,0.204,0.499,0.38,False,True,,good
88446c99e3fffff,29.206798,-95.114793,0.99,0.972,1.0,1.0,4,4,0.0-0.1m,0.004,0.095,0.032,False,True,,good
88446c8acdfffff,29.289702,-95.203007,0.775,0.66,0.898,0.6667,4,6,,,,,False,True,,good
884892a4d3fffff,28.655544,-95.973552,0.8567,0.8,0.92,0.8571,6,7,,,,,False,True,,good
884890adc1fffff,28.278536,-96.908815,0.47,0.422,0.518,0.3333,2,6,0.6-1.0m,0.688,0.951,0.877,False,True,,good
884890aac3fffff,28.124876,-96.870319,0.665,0.637,0.693,0.3333,2,6,,,,,False,True,,good
88489360a1fffff,29.686393,-96.07353,0.736,0.638,0.824,1.0,5,5,,,,,False,True,,good
884893ce03fffff,28.985813,-96.034396,0.6483,0.49,0.805,0.8571,6,7,,,,,False,True,,good
88446c9193fffff,29.179538,-95.328204,0.7625,0.736,0.799,1.0,4,4,0.1-0.3m,0.022,0.197,0.115,False,True,,good
8848938295fffff,28.869411,-96.595028,0.555,0.519,0.591,0.5,2,4,0.6-1.0m,0.43,0.915,0.66,False,True,,good
8848935553fffff,29.196743,-95.92928,0.7667,0.475,0.985,1.0,6,6,1.0-2.0m,0.623,2.037,1.427,False,True,,good
88446cd4b1fffff,29.293019,-95.023509,0.67,0.654,0.686,0.4,2,5,,,,,False,True,,good
884893c5b3fffff,29.060224,-96.138235,0.5,0.5,0.5,0.1429,1,7,0.1-0.3m,0.022,0.34,0.149,False,False,cloud,cloud
88489309e5fffff,29.34016,-96.051583,0.4367,0.422,0.454,0.4286,3,7,,,,,False,True,,good
88446cb685fffff,29.577261,-95.80166,0.8483,0.665,1.0,1.0,6,6,1.0-2.0m,0.548,2.887,1.584,False,True,,good
88446c9859fffff,29.143797,-95.192001,0.882,0.706,0.996,1.0,5,5,0.1-0.3m,0.038,0.527,0.278,False,True,,good
8848930e6dfffff,29.326833,-96.267025,0.514,0.476,0.56,0.7143,5,7,>2.0m,1.91,9.304,5.264,False,True,,good
884893ca3bfffff,28.89697,-95.890074,0.48,0.48,0.48,0.25,1,4,0.3-0.6m,0.056,0.715,0.348,False,True,,good
8848934d03fffff,29.425478,-95.704297,0.5367,0.514,0.562,0.5,3,6,,,,,False,True,,good
88446da65bfffff,30.406818,-96.810226,0.41,0.41,0.41,0.1667,1,6,1.0-2.0m,0.237,2.676,1.484,False,False,cloud,cloud
884891d329fffff,28.237147,-97.196959,0.552,0.51,0.6,0.7143,5,7,0.1-0.3m,0.059,0.212,0.136,False,True,,good
88446d9745fffff,29.861598,-96.455937,0.64,0.64,0.64,0.1667,1,6,0.6-1.0m,0.205,1.522,0.923,False,False,cloud,cloud
884893d951fffff,28.759547,-95.833695,0.96,0.888,1.0,1.0,4,4,,,,,False,True,,good
884891449dfffff,29.004131,-97.20637,0.56,0.56,0.56,0.25,1,4,>2.0m,0.649,8.322,4.997,False,True,,good
88446c9009fffff,29.094653,-95.33958,1.0,1.0,1.0,0.7143,5,7,,,,,False,True,,good
884890b611fffff,27.981465,-97.187195,0.65,0.45,0.846,0.7143,5,7,0.3-0.6m,0.049,0.532,0.352,False,True,,good
884893085bfffff,29.291374,-96.14965,1.0,1.0,1.0,1.0,4,4,1.0-2.0m,0.563,2.403,1.685,False,True,,good
8848937807fffff,29.528558,-95.90992,0.4633,0.422,0.502,0.4286,3,7,,,,,False,True,,good
88446c8705fffff,29.316478,-95.404002,0.68,0.546,0.826,0.7143,5,7,,,,,False,True,,good
8848922dadfffff,29.100124,-95.444625,0.5767,0.51,0.638,0.4286,3,7,>2.0m,3.944,4.907,4.618,False,True,,good
884893871dfffff,28.91449,-96.637602,0.5,0.5,0.5,0.1429,1,7,,,,,False,False,cloud,cloud
884890b6c5fffff,27.996575,-97.19807,0.89,0.89,0.89,0.1667,1,6,,,,,False,False,cloud,cloud
884892add7fffff,28.716081,-95.721944,0.59,0.59,0.59,0.2,1,5,0.1-0.3m,0.053,0.148,0.111,False,False,cloud,cloud
88446c961bfffff,29.167285,-95.542485,0.5483,0.435,0.665,0.8571,6,7,0.1-0.3m,0.083,0.463,0.259,False,True,,good
884893da05fffff,28.711497,-95.901328,0.525,0.521,0.529,0.5,2,4,0.1-0.3m,0.213,0.221,0.213,False,True,,good
88489e692dfffff,30.414369,-96.815739,0.44,0.392,0.488,0.3333,2,6,,,,,False,True,,good
8848930f21fffff,29.359515,-96.19827,0.806,0.65,0.948,1.0,5,5,>2.0m,2.381,2.793,2.612,False,True,,good
8848922611fffff,28.947158,-95.732485,0.83,0.787,0.857,1.0,4,4,,,,,False,True,,good
8848936155fffff,29.618729,-96.004774,0.5,0.5,0.5,0.25,1,4,0.3-0.6m,0.027,1.761,0.518,False,True,,good
8848934329fffff,29.201327,-95.739127,0.5,0.409,0.603,1.0,4,4,0.3-0.6m,0.065,1.395,0.572,False,True,,good
88489325d3fffff,29.770055,-96.69893,0.6725,0.594,0.749,0.6667,4,6,>2.0m,1.866,4.455,3.023,False,True,,good
8848935905fffff,29.151234,-95.571767,0.8243,0.696,0.988,1.0,7,7,0.0-0.1m,0.013,0.064,0.036,False,True,,good
88489069cdfffff,28.568669,-96.044252,0.38,0.38,0.38,0.1429,1,7,0.0-0.1m,0.098,0.098,0.098,False,False,cloud,cloud
8848930d97fffff,29.48169,-96.244651,0.66,0.592,0.726,1.0,5,5,,,,,False,True,,good
8848937141fffff,29.441121,-96.021317,0.5,0.476,0.528,0.5714,4,7,0.1-0.3m,0.051,0.412,0.222,False,True,,good
88489226e7fffff,28.9782,-95.72391,0.85,0.705,0.985,1.0,6,6,0.1-0.3m,0.056,0.3,0.187,False,True,,good
88489350b5fffff,29.167911,-95.847748,0.7057,0.496,0.95,1.0,7,7,,,,,False,True,,good
88489a8045fffff,30.699058,-97.358289,0.9,0.9,0.9,0.1429,1,7,,,,,False,False,cloud,cloud
884891ca03fffff,28.465735,-97.09476,0.545,0.522,0.56,1.0,4,4,,,,,False,True,,good
8848915153fffff,28.678544,-96.991356,0.5886,0.516,0.696,1.0,7,7,,,,,False,True,,good
884891423dfffff,28.801183,-97.028458,0.8371,0.692,0.942,1.0,7,7,0.6-1.0m,0.284,1.271,0.82,False,True,,good
8848932a39fffff,29.63143,-96.413608,0.7,0.7,0.7,0.25,1,4,0.6-1.0m,0.089,1.327,0.682,False,True,,good
88446cd6d9fffff,29.199581,-95.089573,1.0,1.0,1.0,0.6667,4,6,0.1-0.3m,0.05,0.294,0.172,False,True,,good
8848907759fffff,28.356839,-96.413085,0.55,0.55,0.55,0.25,1,4,,,,,False,True,,good
8848931b23fffff,29.100216,-96.085048,0.525,0.513,0.537,0.2857,2,7,0.1-0.3m,0.036,0.234,0.102,False,True,,good
884893b8c5fffff,29.15327,-96.665504,0.455,0.443,0.467,0.3333,2,6,0.3-0.6m,0.029,0.702,0.417,False,True,,good
8848930c0dfffff,29.39657,-96.255456,0.7075,0.614,0.831,1.0,4,4,0.6-1.0m,0.144,1.763,0.963,False,True,,good
88446c9a81fffff,29.158384,-95.232502,0.8117,0.595,0.98,1.0,6,6,,,,,False,True,,good
88446c8b6bfffff,29.253445,-95.086757,0.9783,0.965,0.99,1.0,6,6,,,,,False,True,,good
8848934f2bfffff,29.371296,-95.71686,0.61,0.61,0.61,0.1429,1,7,,,,,False,False,cloud,cloud
8848914627fffff,28.905234,-97.155246,0.455,0.427,0.483,0.3333,2,6,,,,,False,True,,good
8848934015fffff,29.269063,-95.807377,0.59,0.48,0.712,0.4286,3,7,0.6-1.0m,0.103,3.363,0.98,False,True,,good
88446d996dfffff,29.870992,-96.082601,0.64,0.64,0.64,0.25,1,4,,,,,False,True,,good
884893cea1fffff,29.039623,-96.042008,0.575,0.571,0.579,0.4,2,5,0.3-0.6m,0.105,0.725,0.45,False,True,,good
8848906f09fffff,28.587732,-96.189978,0.65,0.58,0.716,0.4286,3,7,,,,,False,True,,good
88446c9231fffff,29.071061,-95.363522,0.4233,0.412,0.436,0.4286,3,7,0.3-0.6m,0.167,0.455,0.354,False,True,,good
88489032b1fffff,28.3277,-96.831448,0.4467,0.372,0.548,0.75,3,4,0.1-0.3m,0.06,0.463,0.247,False,True,,good
88446c831bfffff,29.226267,-95.300221,0.715,0.552,0.914,0.6667,4,6,0.3-0.6m,0.098,1.107,0.565,False,True,,good
88489346dbfffff,29.347987,-96.046941,0.51,0.412,0.596,0.6,3,5,1.0-2.0m,0.125,3.228,1.345,False,True,,good
8848903825fffff,28.375447,-96.558927,0.52,0.44,0.6,0.3333,2,6,,,,,False,True,,good
8848931999fffff,29.199193,-96.135053,0.4883,0.465,0.51,0.8571,6,7,0.3-0.6m,0.261,0.895,0.529,False,True,,good
884891c029fffff,28.45384,-97.209528,0.68,0.582,0.772,0.8333,5,6,0.0-0.1m,0.034,0.094,0.069,False,True,,good
8848930a83fffff,29.305726,-96.190559,0.77,0.62,0.936,1.0,5,5,,,,,False,True,,good
8848934da1fffff,29.479201,-95.711771,0.5267,0.52,0.536,0.5,3,6,,,,,False,True,,good
8848926491fffff,29.065739,-95.248599,0.52,0.52,0.52,0.1667,1,6,0.3-0.6m,0.242,0.815,0.572,False,False,cloud,cloud
88446c90a7fffff,29.171543,-95.342842,0.8667,0.84,0.885,0.8571,6,7,,,,,False,True,,good
8848902211fffff,28.429732,-96.791972,0.36,0.36,0.36,0.1429,1,7,0.0-0.1m,0.058,0.1,0.089,False,False,cloud,cloud
88489569a5fffff,28.189956,-97.214269,0.76,0.691,0.825,0.5714,4,7,0.3-0.6m,0.172,0.478,0.403,False,True,,good
8848935467fffff,29.188668,-95.943933,0.9,0.84,0.976,1.0,7,7,,,,,False,True,,good
8848934589fffff,29.405204,-95.914104,0.42,0.42,0.42,0.25,1,4,0.6-1.0m,0.148,2.371,0.936,False,True,,good
88489e721bfffff,30.149172,-97.182369,0.59,0.59,0.59,0.2,1,5,1.0-2.0m,0.227,1.827,1.049,False,False,cloud,cloud
884893c4c7fffff,29.012073,-96.206041,0.485,0.439,0.535,0.5714,4,7,,,,,False,True,,good
8848907445fffff,28.403182,-96.415462,0.8325,0.733,0.946,0.5714,4,7,,,,,False,True,,good
8848935b2dfffff,29.097037,-95.584352,0.63,0.63,0.63,0.2,1,5,0.3-0.6m,0.047,0.951,0.384,False,False,cloud,cloud
88489264c9fffff,29.019811,-95.236723,0.9775,0.949,1.0,0.6667,4,6,0.0-0.1m,0.001,0.001,0.001,False,True,,good
88489e4d61fffff,30.132372,-96.703528,0.55,0.55,0.55,0.2,1,5,0.6-1.0m,0.197,1.063,0.61,False,False,cloud,cloud
884893d253fffff,28.651712,-96.113191,0.6033,0.536,0.672,0.6,3,5,0.1-0.3m,0.074,0.288,0.209,False,True,,good
884893259bfffff,29.785462,-96.69977,0.845,0.69,0.955,1.0,6,6,>2.0m,0.761,2.756,2.06,False,True,,good
88446c95e3fffff,29.254354,-95.431318,0.47,0.47,0.47,0.1667,1,6,,,,,False,False,cloud,cloud
88446c86cdfffff,29.337136,-95.519968,0.53,0.439,0.629,0.6667,4,6,,,,,False,True,,good
884890274dfffff,28.48989,-96.845364,0.6,0.52,0.664,0.6,3,5,0.1-0.3m,0.101,0.484,0.267,False,True,,good
884892acebfffff,28.699673,-95.761085,1.0,1.0,1.0,0.2857,2,7,,,,,False,True,,good
884890a6c3fffff,28.167664,-97.187931,0.9025,0.89,0.921,0.6667,4,6,0.1-0.3m,0.034,0.652,0.257,False,True,,good
8848930e35fffff,29.372788,-96.27941,0.546,0.508,0.59,0.8333,5,6,0.3-0.6m,0.059,0.879,0.34,False,True,,good
8848922525fffff,28.997107,-95.574915,0.5,0.5,0.5,0.2,1,5,0.3-0.6m,0.086,0.651,0.355,False,False,cloud,cloud
8848935153fffff,29.092371,-95.784159,0.8,0.8,0.8,0.1667,1,6,1.0-2.0m,1.396,1.807,1.658,False,False,cloud,cloud
884892a49bfffff,28.670965,-95.974287,0.635,0.607,0.663,0.3333,2,6,,,,,False,True,,good
8848933327fffff,29.412634,-96.513105,0.6167,0.59,0.654,0.5,3,6,0.3-0.6m,0.069,0.652,0.333,False,True,,good
88446c8a19fffff,29.274526,-95.192396,0.9325,0.89,0.985,1.0,4,4,,,,,False,True,,good
884890621bfffff,28.444988,-96.312707,0.64,0.64,0.64,0.25,1,4,0.1-0.3m,0.081,0.377,0.229,False,True,,good
88446c9459fffff,29.191127,-95.508543,0.735,0.683,0.787,0.2857,2,7,1.0-2.0m,0.37,1.487,1.061,False,True,,good
88446c8543fffff,29.355217,-95.390665,0.826,0.74,0.888,0.8333,5,6,,,,,False,True,,good
8848937645fffff,29.488995,-96.260125,0.6425,0.518,0.757,0.5714,4,7,,,,,False,True,,good
8848954f2bfffff,27.81373,-97.107639,0.93,0.93,0.93,0.25,1,4,0.1-0.3m,0.011,0.445,0.192,False,True,,good
884890a539fffff,28.204121,-97.039795,0.646,0.536,0.796,0.7143,5,7,0.3-0.6m,0.294,0.506,0.456,False,True,,good
8848934903fffff,29.320896,-95.559294,0.96,0.908,1.0,0.6667,4,6,,,,,False,True,,good
88446da25bfffff,30.303002,-96.662063,1.0,1.0,1.0,0.8333,5,6,,,,,False,True,,good
88489339edfffff,29.540635,-96.348399,0.73,0.452,1.0,0.6667,4,6,1.0-2.0m,0.204,1.997,1.006,False,True,,good
8848930abbfffff,29.321133,-96.191327,0.585,0.565,0.605,0.5,2,4,>2.0m,1.085,6.935,4.484,False,True,,good
8848932ad7fffff,29.668432,-96.471066,0.8425,0.647,1.0,1.0,4,4,1.0-2.0m,0.196,5.576,1.868,False,True,,good
88489319d1fffff,29.183784,-96.134293,0.685,0.633,0.737,0.4,2,5,0.1-0.3m,0.022,0.22,0.114,False,True,,good
88446da06bfffff,30.351279,-96.583366,0.79,0.75,0.846,0.4286,3,7,1.0-2.0m,0.103,2.616,1.347,False,True,,good
8848934713fffff,29.32775,-95.930497,0.61,0.564,0.652,0.75,3,4,>2.0m,0.805,4.079,2.483,False,True,,good
88489266b9fffff,29.011613,-95.261296,1.0,1.0,1.0,0.6667,4,6,0.0-0.1m,0.0,0.001,0.001,False,True,,good
8848956b67fffff,28.065701,-97.21708,1.0,1.0,1.0,0.1429,1,7,0.1-0.3m,0.067,0.131,0.108,False,False,cloud,cloud
884890b2c5fffff,27.893407,-97.052242,0.67,0.67,0.67,0.2857,2,7,,,,,False,True,,good
8848915067fffff,28.670298,-97.005963,0.5683,0.52,0.63,1.0,6,6,,,,,False,True,,good
8848933863fffff,29.500898,-96.391713,0.7133,0.615,0.78,1.0,6,6,>2.0m,0.558,4.757,3.524,False,True,,good
884890766dfffff,28.348649,-96.427644,0.75,0.662,0.838,0.2857,2,7,0.1-0.3m,0.056,0.502,0.255,False,True,,good
884893a8c3fffff,29.32358,-96.654529,0.66,0.66,0.66,0.125,1,8,0.3-0.6m,0.076,0.517,0.376,False,False,cloud,cloud
88446c9995fffff,29.229377,-95.140647,0.988,0.964,1.0,0.7143,5,7,,,,,False,True,,good
8848936c6bfffff,29.772332,-96.022302,0.7225,0.671,0.768,0.6667,4,6,,,,,False,True,,good
8848916643fffff,29.24287,-97.463127,0.66,0.562,0.778,0.5714,4,7,1.0-2.0m,0.302,2.94,1.766,False,True,,good
884890602bfffff,28.493676,-96.235254,1.0,1.0,1.0,0.1667,1,6,,,,,False,False,cloud,cloud
